Condis € Condis € NPMNO00 € kˈɔndis
condormis € condormir € VMSP2S0Y € kundˈɔrmis
condormís € condormir € VMSI1S01 € kundurmˈis
condormíssim € condormir € VMSI1P02 € kundurmˈisim
condormissin € condormir € VMSI3P02 € kundurmˈisin
condormissis € condormir € VMSI2S02 € kundurmˈisis
condormíssiu € condormir € VMSI2P02 € kundurmˈisiw
condormit € condormir € VMP00SM0 € kundurmˈit
condormits € condormir € VMP00PM0 € kundurmˈits
condormiu € condormir € VMIP2P00 € kundurmˈiw
condormiu € condormir € VMM02P00 € kundurmˈiw
condormiu € condormir € VMSP2P00 € kundurmˈiw
condormo € condormir € VMIP1S0C € kundˈɔrmu
condorms € condormir € VMIP2S00 € kundˈɔrms
còndors € còndor € NCMP000 € kˈɔndurs
condral € condral € AQ0CS0 € kundɾˈal
condrals € condral € AQ0CP0 € kundɾˈals
condret € condret € AQ0MS0 € kundɾˈɛt
condreta € condret € AQ0FS0 € kundɾˈɛtə
condretes € condret € AQ0FP0 € kundɾˈɛtəs
condrets € condret € AQ0MP0 € kundɾˈɛts
condricti € condricti € NCMS000 € kundɾˈikti
condrictis € condricti € NCMP000 € kundɾˈiktis
condrictis € condrictis € NCMP000 € kundɾˈiktis
condrina € condrina € NCFS000 € kundɾˈinə
condrines € condrina € NCFP000 € kundɾˈinəs
condrita € condrita € NCFS000 € kundɾˈitə
condrites € condrita € NCFP000 € kundɾˈitəs
condroblast € condroblast € NCMS000 € kundɾubblˈast
condroblastos € condroblast € NCMP000 € kundɾubblˈastus
condroblasts € condroblast € NCMP000 € kundɾubblˈasts
condrocalcinosi € condrocalcinosi € NCFS000 € kundɾukəlsinˈɔzi
condrocalcinosis € condrocalcinosi € NCFP000 € kundɾukəlsinˈɔzis
condròcit € condròcit € NCMS000 € kundɾˈɔsit
condròcits € condròcit € NCMP000 € kundɾˈɔsits
condrodistròfia € condrodistròfia € NCFS000 € kundɾuðistɾˈɔfiə
condrogènesi € condrogènesi € NCFS000 € kundɾuʒˈɛnəzi
condrogènesis € condrogènesi € NCFP000 € kundɾuʒˈɛnəzis
condroglòs € condroglòs € AQ0MS0 € kundɾuɡɡlˈɔs
condroïctis € condroïcti € NCMP000 € kundɾuˈiktis
condropatia € condropatia € NCFS000 € kundɾupətˈiə
condropaties € condropatia € NCFP000 € kundɾupətˈiəs
condroplast € condroplast € NCMS000 € kundɾuplˈast
condroproteïna € condroproteïna € NCFS000 € kundɾupɾutəˈinə
condroproteïnes € condroproteïna € NCFP000 € kundɾupɾutəˈinəs
condrosarcoma € condrosarcoma € NCMS000 € kundɾuzərkˈɔmə
condrosti € condrosti € NCMS000 € kundɾˈɔsti
condrostis € condrosti € NCMP000 € kundɾˈɔstis
condrostis € condrostis € NCMP000 € kundɾˈɔstis
Condroz € Condroz € NPCSG00 € kundɾˈoz
còndrula € còndrula € NCFS000 € kˈɔndɾulə
còndrules € còndrula € NCFP000 € kˈɔndɾuləs
conducció € conducció € NCFS000 € kunduksiˈo
conduccions € conducció € NCFP000 € kunduksiˈons
conducta € conducta € NCFS000 € kundˈuktə
conductància € conductància € NCFS000 € kunduktˈansiə
conductàncies € conductància € NCFP000 € kunduktˈansiəs
conducte € conducte € NCMS000 € kundˈuktə
conductes € conducta € NCFP000 € kundˈuktəs
conductes € conducte € NCMP000 € kundˈuktəs
conductibilitat € conductibilitat € NCFS000 € kunduktiβilitˈat
conductibilitats € conductibilitat € NCFP000 € kunduktiβilitˈats
conductible € conductible € AQ0CS0 € kunduktˈibblə
conductibles € conductible € AQ0CP0 € kunduktˈibbləs
conductímetre € conductímetre € NCMS000 € kunduktˈimətɾə
conductímetres € conductímetre € NCMP000 € kunduktˈimətɾəs
conductimetria € conductimetria € NCFS000 € kunduktimətɾˈiə
conductimètric € conductimètric € AQ0MS0 € kunduktimˈɛtɾik
conductimètrica € conductimètric € AQ0FS0 € kunduktimˈɛtɾikə
conductimètrics € conductimètric € AQ0MP0 € kunduktimˈɛtɾiks
conductimetries € conductimetria € NCFP000 € kunduktimətɾˈiəs
conductimètriques € conductimètric € AQ0FP0 € kunduktimˈɛtɾikəs
conductisme € conductisme € NCMS000 € kunduktˈizmə
conductismes € conductisme € NCMP000 € kunduktˈizməs
conductista € conductista € AQ0CS0 € kunduktˈistə
conductistes € conductista € AQ0CP0 € kunduktˈistəs
conductiu € conductiu € AQ0MS0 € kunduktˈiw
conductius € conductiu € AQ0MP0 € kunduktˈiws
conductiva € conductiu € AQ0FS0 € kunduktˈiβə
conductives € conductiu € AQ0FP0 € kunduktˈiβəs
conductivitat € conductivitat € NCFS000 € kunduktiβitˈat
conductivitats € conductivitat € NCFP000 € kunduktiβitˈats
conductòmetre € conductòmetre € NCMS000 € kunduktˈɔmətɾə
conductòmetres € conductòmetre € NCMP000 € kunduktˈɔmətɾəs
conductometria € conductometria € NCFS000 € kunduktumətɾˈiə
conductomètric € conductomètric € AQ0MS0 € kunduktumˈɛtɾik
conductomètrica € conductomètric € AQ0FS0 € kunduktumˈɛtɾikə
conductomètrics € conductomètric € AQ0MP0 € kunduktumˈɛtɾiks
conductometries € conductometria € NCFP000 € kunduktumətɾˈiəs
conductomètriques € conductomètric € AQ0FP0 € kunduktumˈɛtɾikəs
conductor € conductor € AQ0MS0 € kunduktˈo
conductor € conductor € NCMS000 € kunduktˈo
conductora € conductor € AQ0FS0 € kunduktˈoɾə
conductora € conductor € NCFS000 € kunduktˈoɾə
conductores € conductor € AQ0FP0 € kunduktˈoɾəs
conductores € conductor € NCFP000 € kunduktˈoɾəs
conductors € conductor € AQ0MP0 € kunduktˈos
conductors € conductor € NCMP000 € kunduktˈos
condueix € conduir € VMIP3S00 € kunduˈɛʃ
condueix € conduir € VMM02S00 € kunduˈɛʃ
condueixen € conduir € VMIP3P00 € kunduˈɛʃən
condueixes € conduir € VMIP2S00 € kunduˈɛʃəs
condueixi € conduir € VMM03S0Y € kunduˈɛʃi
condueixi € conduir € VMSP1S0Y € kunduˈɛʃi
condueixin € conduir € VMM03P0Y € kunduˈɛʃin
condueixin € conduir € VMSP3P0Y € kunduˈɛʃin
condueixis € conduir € VMSP2S0Y € kunduˈɛʃis
condueixo € conduir € VMIP1S0C € kunduˈɛʃu
conduent € conduent € AQ0CS0 € kunduˈen
conduents € conduent € AQ0CP0 € kunduˈens
conduí € conduir € VMIS1S00 € kunduˈi
conduïa € conduir € VMII1S00 € kunduˈiə
conduïda € conduir € VMP00SF0 € kunduˈiðə
conduïdes € conduir € VMP00PF0 € kunduˈiðəs
conduïdor € conduïdor € NCMS000 € kunduiðˈo
conduïdora € conduïdor € NCFS000 € kunduiðˈoɾə
conduïdores € conduïdor € NCFP000 € kunduiðˈoɾəs
conduïdors € conduïdor € NCMP000 € kunduiðˈos
conduíem € conduir € VMII1P00 € kunduˈiəm
conduïen € conduir € VMII3P00 € kunduˈiən
conduïes € conduir € VMII2S00 € kunduˈiəs
conduíeu € conduir € VMII2P00 € kunduˈiəw
conduïm € conduir € VMIP1P00 € kunduˈim
conduïm € conduir € VMM01P00 € kunduˈim
conduïm € conduir € VMSP1P00 € kunduˈim
conduïment € conduïment € NCMS000 € kunduimˈen
conduïments € conduïment € NCMP000 € kunduimˈens
conduint € conduir € VMG00000 € kunduˈin
conduir € conduir € VMN00000 € kunduˈi
conduirà € conduir € VMIF3S00 € kunduiɾˈa
conduiran € conduir € VMIF3P00 € kunduiɾˈan
conduiràs € conduir € VMIF2S00 € kunduiɾˈas
conduiré € conduir € VMIF1S00 € kunduiɾˈe
conduirem € conduir € VMIF1P00 € kunduiɾˈɛm
conduírem € conduir € VMIS1P00 € kunduˈiɾəm
conduïren € conduir € VMIS3P00 € kunduˈiɾən
conduïres € conduir € VMIS2S00 € kunduˈiɾəs
conduireu € conduir € VMIF2P00 € kunduiɾˈɛw
conduíreu € conduir € VMIS2P00 € kunduˈiɾəw
conduiria € conduir € VMCC1S00 € kunduiɾˈiə
conduiríem € conduir € VMCC1P00 € kunduiɾˈiəm
conduirien € conduir € VMCC3P00 € kunduiɾˈiən
conduiries € conduir € VMCC2S00 € kunduiɾˈiəs
conduiríeu € conduir € VMCC2P00 € kunduiɾˈiəw
conduís € conduir € VMSI1S01 € kunduˈis
conduíssim € conduir € VMSI1P02 € kunduˈisim
conduïssin € conduir € VMSI3P02 € kunduˈisin
conduïssis € conduir € VMSI2S02 € kunduˈisis
conduíssiu € conduir € VMSI2P02 € kunduˈisiw
conduit € conduit € NCMS000 € kundˈujt
conduït € conduir € VMP00SM0 € kunduˈit
conduita € conduita € NCFS000 € kundˈujtə
conduites € conduita € NCFP000 € kunduˈitəs
conduits € conduit € NCMP000 € kundˈujts
conduïts € conduir € VMP00PM0 € kunduˈits
conduïu € conduir € VMIP2P00 € kunduˈiw
conduïu € conduir € VMM02P00 € kunduˈiw
conduïu € conduir € VMSP2P00 € kunduˈiw
conduplicació € conduplicació € NCFS000 € kunduplikəsiˈo
conduplicacions € conduplicació € NCFP000 € kunduplikəsiˈons
conduplicada € conduplicat € AQ0FS0 € kunduplikˈaðə
conduplicades € conduplicat € AQ0FP0 € kunduplikˈaðəs
conduplicat € conduplicat € AQ0MS0 € kunduplikˈat
conduplicats € conduplicat € AQ0MP0 € kunduplikˈats
conec € conèixer € VMIP1S00 € kunˈɛk
coneguda € conegut € AQ0FS0 € kunəɣˈuðə
coneguda € conegut € NCFS000 € kunəɣˈuðə
coneguda € conèixer € VMP00SF0 € kunəɣˈuðə
conegudes € conegut € AQ0FP0 € kunəɣˈuðəs
conegudes € conegut € NCFP000 € kunəɣˈuðəs
conegudes € conèixer € VMP00PF0 € kunəɣˈuðəs
conegué € conèixer € VMIS3S00 € kunəɣˈe
coneguem € conèixer € VMM01P00 € kunəɣˈɛm
coneguem € conèixer € VMSP1P00 € kunəɣˈɛm
coneguérem € conèixer € VMIS1P00 € kunəɣˈeɾəm
conegueren € conèixer € VMIS3P00 € kunəɣˈɛɾən
conegueres € conèixer € VMIS2S00 € kunəɣˈeɾəs
coneguéreu € conèixer € VMIS2P00 € kunəɣˈeɾəw
conegués € conèixer € VMSI1S01 € kunəɣˈes
coneguéssim € conèixer € VMSI1P02 € kunəɣˈesim
coneguessin € conèixer € VMSI3P02 € kunəɣˈesin
coneguessis € conèixer € VMSI2S02 € kunəɣˈesis
coneguéssiu € conèixer € VMSI2P02 € kunəɣˈesiw
conegueu € conèixer € VMSP2P00 € kunəɣˈɛw
conegui € conèixer € VMM03S0Y € kunˈɛɣi
conegui € conèixer € VMSP1S0Y € kunˈɛɣi
coneguí € conèixer € VMIS1S00 € kunəɣˈi
coneguin € conèixer € VMM03P0Y € kunˈɛɣin
coneguin € conèixer € VMSP3P0Y € kunˈɛɣin
coneguis € conèixer € VMSP2S0Y € kunˈɛɣis
conegut € conegut € AQ0MS0 € kunəɣˈut
conegut € conegut € NCMS000 € kunəɣˈut
conegut € conèixer € VMP00SM0 € kunəɣˈut
coneguts € conegut € AQ0MP0 € kunəɣˈuts
coneguts € conegut € NCMP000 € kunəɣˈuts
coneguts € conèixer € VMP00PM0 € kunəɣˈuts
coneix € conèixer € VMIP3S00 € kunˈɛʃ
coneix € conèixer € VMM02S00 € kunˈɛʃ
coneixedor € coneixedor € AQ0MS0 € kunəʃəðˈo
coneixedor € coneixedor € NCMS000 € kunəʃəðˈo
coneixedora € coneixedor € AQ0FS0 € kunəʃəðˈoɾə
coneixedora € coneixedor € NCFS000 € kunəʃəðˈoɾə
coneixedores € coneixedor € AQ0FP0 € kunəʃəðˈoɾəs
coneixedores € coneixedor € NCFP000 € kunəʃəðˈoɾəs
coneixedors € coneixedor € AQ0MP0 € kunəʃəðˈos
coneixedors € coneixedor € NCMP000 € kunəʃəðˈos
coneixem € conèixer € VMIP1P00 € kunəʃˈɛm
coneixement € coneixement € NCMS000 € kunəʃəmˈen
coneixements € coneixement € NCMP000 € kunəʃəmˈens
coneixen € conèixer € VMIP3P00 € kunˈɛʃən
coneixença € coneixença € NCFS000 € kunəʃˈɛnsə
coneixences € coneixença € NCFP000 € kunəʃˈɛnsəs
coneixent € coneixent € AQ0CS0 € kunəʃˈen
coneixent € coneixent € NCCS000 € kunəʃˈen
coneixent € conèixer € VMG00000 € kunəʃˈen
coneixents € coneixent € AQ0CP0 € kunəʃˈens
coneixents € coneixent € NCCP000 € kunəʃˈens
conèixer € conèixer € VMN00000 € kunˈɛʃə
conéixer € conèixer € VMN00000 € kunˈeʃə
coneixerà € conèixer € VMIF3S00 € kunəʃəɾˈa
coneixeran € conèixer € VMIF3P00 € kunəʃəɾˈan
coneixeràs € conèixer € VMIF2S00 € kunəʃəɾˈas
coneixeré € conèixer € VMIF1S00 € kunəʃəɾˈe
coneixerem € conèixer € VMIF1P00 € kunəʃəɾˈɛm
coneixereu € conèixer € VMIF2P00 € kunəʃəɾˈɛw
coneixeria € conèixer € VMCC1S00 € kunəʃəɾˈiə
coneixeríem € conèixer € VMCC1P00 € kunəʃəɾˈiəm
coneixerien € conèixer € VMCC3P00 € kunəʃəɾˈiən
coneixeries € conèixer € VMCC2S00 € kunəʃəɾˈiəs
coneixeríeu € conèixer € VMCC2P00 € kunəʃəɾˈiəw
coneixes € conèixer € VMIP2S00 € kunˈɛʃəs
coneixeu € conèixer € VMIP2P00 € kunəʃˈɛw
coneixeu € conèixer € VMM02P00 € kunəʃˈɛw
coneixia € conèixer € VMII1S00 € kunəʃˈiə
coneixíem € conèixer € VMII1P00 € kunəʃˈiəm
coneixien € conèixer € VMII3P00 € kunəʃˈiən
coneixies € conèixer € VMII2S00 € kunəʃˈiəs
coneixíeu € conèixer € VMII2P00 € kunəʃˈiəw
Conesa € Conesa € NPCNSP0 € kunˈɛzə
conesí € conesí € AQ0MS0 € kunəzˈi
conesí € conesí € NCMS000 € kunəzˈi
conesina € conesí € AQ0FS0 € kunəzˈinə
conesina € conesí € NCFS000 € kunəzˈinə
conestable € conestable € NCMS000 € kunəstˈabblə
conestables € conestable € NCMP000 € kunəstˈabbləs
conestablia € conestablia € NCFS000 € kunəstəbblˈiə
conestablies € conestablia € NCFP000 € kunəstəbblˈiəs
confabula € confabular € VMIP3S00 € kuɱfəβˈulə
confabula € confabular € VMM02S00 € kuɱfəβˈulə
confabulà € confabular € VMIS3S00 € kuɱfəβulˈa
confabulació € confabulació € NCFS000 € kuɱfəβuləsiˈo
confabulacions € confabulació € NCFP000 € kuɱfəβuləsiˈons
confabulada € confabular € VMP00SF0 € kuɱfəβulˈaðə
confabulades € confabular € VMP00PF0 € kuɱfəβulˈaðəs
confabulador € confabulador € NCMS000 € kuɱfəβuləðˈo
confabuladora € confabulador € NCFS000 € kuɱfəβuləðˈoɾə
confabuladores € confabulador € NCFP000 € kuɱfəβuləðˈoɾəs
confabuladors € confabulador € NCMP000 € kuɱfəβuləðˈos
confabulant € confabular € VMG00000 € kuɱfəβulˈan
confabular € confabular € VMN00000 € kuɱfəβulˈa
confabularà € confabular € VMIF3S00 € kuɱfəβuləɾˈa
confabularan € confabular € VMIF3P00 € kuɱfəβuləɾˈan
confabularàs € confabular € VMIF2S00 € kuɱfəβuləɾˈas
confabularé € confabular € VMIF1S00 € kuɱfəβuləɾˈe
confabularem € confabular € VMIF1P00 € kuɱfəβuləɾˈɛm
confabulàrem € confabular € VMIS1P00 € kuɱfəβulˈaɾəm
confabularen € confabular € VMIS3P00 € kuɱfəβulˈaɾən
confabulares € confabular € VMIS2S00 € kuɱfəβulˈaɾəs
confabulareu € confabular € VMIF2P00 € kuɱfəβuləɾˈɛw
confabulàreu € confabular € VMIS2P00 € kuɱfəβulˈaɾəw
confabularia € confabular € VMCC1S00 € kuɱfəβuləɾˈiə
confabularíem € confabular € VMCC1P00 € kuɱfəβuləɾˈiəm
confabularien € confabular € VMCC3P00 € kuɱfəβuləɾˈiən
confabularies € confabular € VMCC2S00 € kuɱfəβuləɾˈiəs
confabularíeu € confabular € VMCC2P00 € kuɱfəβuləɾˈiəw
confabulat € confabular € VMP00SM0 € kuɱfəβulˈat
confabulats € confabular € VMP00PM0 € kuɱfəβulˈats
confabulava € confabular € VMII1S00 € kuɱfəβulˈaβə
confabulàvem € confabular € VMII1P00 € kuɱfəβulˈaβəm
confabulaven € confabular € VMII3P00 € kuɱfəβulˈaβən
confabulaves € confabular € VMII2S00 € kuɱfəβulˈaβəs
