exemplarment € exemplarment € ZRG € əɡzəmplˈarmˈen
exemplifiques € exemplificar € VMIP2S00 € əɡzəmplifˈikəs
exemplifiqués € exemplificar € VMSI1S01 € əɡzəmplifikˈes
exemplifiquéssim € exemplificar € VMSI1P02 € əɡzəmplifikˈesim
exemplifiquessin € exemplificar € VMSI3P02 € əɡzəmplifikˈesin
exemplifiquessis € exemplificar € VMSI2S02 € əɡzəmplifikˈesis
exemplifiquéssiu € exemplificar € VMSI2P02 € əɡzəmplifikˈesiw
exemplifiqueu € exemplificar € VMIP2P00 € əɡzəmplifikˈɛw
exemplifiqueu € exemplificar € VMM02P0X € əɡzəmplifikˈɛw
exemplifiqueu € exemplificar € VMSP2P00 € əɡzəmplifikˈɛw
exemplifiqui € exemplificar € VMM03S0Y € əɡzəmplifˈiki
exemplifiqui € exemplificar € VMSP1S0Y € əɡzəmplifˈiki
exemplifiquí € exemplificar € VMIS1S00 € əɡzəmplifikˈi
exemplifiquin € exemplificar € VMM03P0Y € əɡzəmplifˈikin
exemplifiquin € exemplificar € VMSP3P0Y € əɡzəmplifˈikin
exemplifiquis € exemplificar € VMSP2S0Y € əɡzəmplifˈikis
exempt € exempt € AQ0MS0 € əɡzˈemt
exempta € exempt € AQ0FS0 € əɡzˈemtə
exempta € exemptar € VMIP3S00 € əɡzˈemtə
exempta € exemptar € VMM02S00 € əɡzˈemtə
exemptà € exemptar € VMIS3S00 € əɡzəmtˈa
exemptada € exemptar € VMP00SF0 € əɡzəmtˈaðə
exemptades € exemptar € VMP00PF0 € əɡzəmtˈaðəs
exemptant € exemptar € VMG00000 € əɡzəmtˈan
exemptar € exemptar € VMN00000 € əɡzəmtˈa
exemptarà € exemptar € VMIF3S00 € əɡzəmtəɾˈa
exemptaran € exemptar € VMIF3P00 € əɡzəmtəɾˈan
exemptaràs € exemptar € VMIF2S00 € əɡzəmtəɾˈas
exemptaré € exemptar € VMIF1S00 € əɡzəmtəɾˈe
exemptarem € exemptar € VMIF1P00 € əɡzəmtəɾˈɛm
exemptàrem € exemptar € VMIS1P00 € əɡzəmtˈaɾəm
exemptaren € exemptar € VMIS3P00 € əɡzəmtˈaɾən
exemptares € exemptar € VMIS2S00 € əɡzəmtˈaɾəs
exemptareu € exemptar € VMIF2P00 € əɡzəmtəɾˈɛw
exemptàreu € exemptar € VMIS2P00 € əɡzəmtˈaɾəw
exemptaria € exemptar € VMCC1S00 € əɡzəmtəɾˈiə
exemptaríem € exemptar € VMCC1P00 € əɡzəmtəɾˈiəm
exemptarien € exemptar € VMCC3P00 € əɡzəmtəɾˈiən
exemptaries € exemptar € VMCC2S00 € əɡzəmtəɾˈiəs
exemptaríeu € exemptar € VMCC2P00 € əɡzəmtəɾˈiəw
exemptat € exemptar € VMP00SM0 € əɡzəmtˈat
exemptats € exemptar € VMP00PM0 € əɡzəmtˈats
exemptava € exemptar € VMII1S00 € əɡzəmtˈaβə
exemptàvem € exemptar € VMII1P00 € əɡzəmtˈaβəm
exemptaven € exemptar € VMII3P00 € əɡzəmtˈaβən
exemptaves € exemptar € VMII2S00 € əɡzəmtˈaβəs
exemptàveu € exemptar € VMII2P00 € əɡzəmtˈaβəw
exemptem € exemptar € VMIP1P00 € əɡzəmtˈɛm
exemptem € exemptar € VMM01P00 € əɡzəmtˈɛm
exemptem € exemptar € VMSP1P00 € əɡzəmtˈɛm
exempten € exemptar € VMIP3P00 € əɡzˈɛmtən
exemptes € exempt € AQ0FP0 € əɡzˈemtəs
exemptes € exemptar € VMIP2S00 € əɡzˈemtəs
exemptés € exemptar € VMSI1S01 € əɡzəmtˈes
exemptéssim € exemptar € VMSI1P02 € əɡzəmtˈesim
exemptessin € exemptar € VMSI3P02 € əɡzəmtˈesin
exemptessis € exemptar € VMSI2S02 € əɡzəmtˈesis
exemptéssiu € exemptar € VMSI2P02 € əɡzəmtˈesiw
exempteu € exemptar € VMIP2P00 € əɡzəmtˈɛw
exempteu € exemptar € VMM02P0X € əɡzəmtˈɛw
exempteu € exemptar € VMSP2P00 € əɡzəmtˈɛw
exempti € exemptar € VMM03S0Y € əɡzˈɛmti
exempti € exemptar € VMSP1S0Y € əɡzˈɛmti
exemptí € exemptar € VMIS1S00 € əɡzəmtˈi
exemptin € exemptar € VMM03P0Y € əɡzˈɛmtin
exemptin € exemptar € VMSP3P0Y € əɡzˈɛmtin
exemptis € exemptar € VMSP2S0Y € əɡzˈɛmtis
exempto € exemptar € VMIP1S0C € əɡzˈɛmtu
exempts € exempt € AQ0MP0 € əɡzˈemts
exenatida € exenatida € NCFS000 € əɡzənətˈiðə
exequàtur € exequàtur € NCMS000 € əɡzəkwˈatu
exequàturs € exequàtur € NCMP000 € əɡzəkwˈatus
exèquies € exèquies € NCFP000 € əɡzˈɛkiəs
exerceix € exercir € VMIP3S00 € əɡzərsˈɛʃ
exerceix € exercir € VMM02S00 € əɡzərsˈɛʃ
exerceixen € exercir € VMIP3P00 € əɡzərsˈɛʃən
exerceixes € exercir € VMIP2S00 € əɡzərsˈɛʃəs
exerceixi € exercir € VMM03S0Y € əɡzərsˈɛʃi
exerceixi € exercir € VMSP1S0Y € əɡzərsˈɛʃi
exerceixin € exercir € VMM03P0Y € əɡzərsˈɛʃin
exerceixin € exercir € VMSP3P0Y € əɡzərsˈɛʃin
exerceixis € exercir € VMSP2S0Y € əɡzərsˈɛʃis
exerceixo € exercir € VMIP1S0C € əɡzərsˈɛʃu
exercí € exercir € VMIS1S00 € əɡzərsˈi
exercia € exercir € VMII1S00 € əɡzərsˈiə
exercici € exercici € NCMS000 € əɡzərsˈisi
exercicis € exercici € NCMP000 € əɡzərsˈisis
exercida € exercir € VMP00SF0 € əɡzərsˈiðə
exercides € exercir € VMP00PF0 € əɡzərsˈiðəs
exercíem € exercir € VMII1P00 € əɡzərsˈiəm
exercien € exercir € VMII3P00 € əɡzərsˈiən
exercies € exercir € VMII2S00 € əɡzərsˈiəs
exercíeu € exercir € VMII2P00 € əɡzərsˈiəw
exercim € exercir € VMIP1P00 € əɡzərsˈim
exercim € exercir € VMM01P00 € əɡzərsˈim
exercim € exercir € VMSP1P00 € əɡzərsˈim
exercint € exercir € VMG00000 € əɡzərsˈin
exerció € exerció € NCFS000 € əɡzərsiˈo
exercions € exerció € NCFP000 € əɡzərsiˈons
exercir € exercir € VMN00000 € əɡzərsˈi
exercirà € exercir € VMIF3S00 € əɡzərsiɾˈa
exerciran € exercir € VMIF3P00 € əɡzərsiɾˈan
exerciràs € exercir € VMIF2S00 € əɡzərsiɾˈas
exerciré € exercir € VMIF1S00 € əɡzərsiɾˈe
exercirem € exercir € VMIF1P00 € əɡzərsiɾˈɛm
exercírem € exercir € VMIS1P00 € əɡzərsˈiɾəm
exerciren € exercir € VMIS3P00 € əɡzərsˈiɾən
exercires € exercir € VMIS2S00 € əɡzərsˈiɾəs
exercireu € exercir € VMIF2P00 € əɡzərsiɾˈɛw
exercíreu € exercir € VMIS2P00 € əɡzərsˈiɾəw
exerciria € exercir € VMCC1S00 € əɡzərsiɾˈiə
exerciríem € exercir € VMCC1P00 € əɡzərsiɾˈiəm
exercirien € exercir € VMCC3P00 € əɡzərsiɾˈiən
exerciries € exercir € VMCC2S00 € əɡzərsiɾˈiəs
exerciríeu € exercir € VMCC2P00 € əɡzərsiɾˈiəw
exercís € exercir € VMSI1S01 € əɡzərsˈis
exercíssim € exercir € VMSI1P02 € əɡzərsˈisim
exercissin € exercir € VMSI3P02 € əɡzərsˈisin
exercissis € exercir € VMSI2S02 € əɡzərsˈisis
exercíssiu € exercir € VMSI2P02 € əɡzərsˈisiw
exercit € exercir € VMP00SM0 € əɡzərsˈit
exèrcit € exèrcit € NCMS000 € əɡzˈɛrsit
exercita € exercitar € VMIP3S00 € əɡzərsˈitə
exercita € exercitar € VMM02S00 € əɡzərsˈitə
exercità € exercitar € VMIS3S00 € əɡzərsitˈa
exercitació € exercitació € NCFS000 € əɡzərsitəsiˈo
exercitacions € exercitació € NCFP000 € əɡzərsitəsiˈons
exercitada € exercitar € VMP00SF0 € əɡzərsitˈaðə
exercitades € exercitar € VMP00PF0 € əɡzərsitˈaðəs
exercitant € exercitant € AQ0CS0 € əɡzərsitˈan
exercitant € exercitant € NCCS000 € əɡzərsitˈan
exercitant € exercitar € VMG00000 € əɡzərsitˈan
exercitants € exercitant € AQ0CP0 € əɡzərsitˈans
exercitants € exercitant € NCCP000 € əɡzərsitˈans
exercitar € exercitar € VMN00000 € əɡzərsitˈa
exercitarà € exercitar € VMIF3S00 € əɡzərsitəɾˈa
exercitaran € exercitar € VMIF3P00 € əɡzərsitəɾˈan
exercitaràs € exercitar € VMIF2S00 € əɡzərsitəɾˈas
exercitaré € exercitar € VMIF1S00 € əɡzərsitəɾˈe
exercitarem € exercitar € VMIF1P00 € əɡzərsitəɾˈɛm
exercitàrem € exercitar € VMIS1P00 € əɡzərsitˈaɾəm
exercitaren € exercitar € VMIS3P00 € əɡzərsitˈaɾən
exercitares € exercitar € VMIS2S00 € əɡzərsitˈaɾəs
exercitareu € exercitar € VMIF2P00 € əɡzərsitəɾˈɛw
exercitàreu € exercitar € VMIS2P00 € əɡzərsitˈaɾəw
exercitaria € exercitar € VMCC1S00 € əɡzərsitəɾˈiə
exercitaríem € exercitar € VMCC1P00 € əɡzərsitəɾˈiəm
exercitarien € exercitar € VMCC3P00 € əɡzərsitəɾˈiən
exercitaries € exercitar € VMCC2S00 € əɡzərsitəɾˈiəs
exercitaríeu € exercitar € VMCC2P00 € əɡzərsitəɾˈiəw
exercitat € exercitar € VMP00SM0 € əɡzərsitˈat
exercitats € exercitar € VMP00PM0 € əɡzərsitˈats
exercitava € exercitar € VMII1S00 € əɡzərsitˈaβə
exercitàvem € exercitar € VMII1P00 € əɡzərsitˈaβəm
exercitaven € exercitar € VMII3P00 € əɡzərsitˈaβən
exercitaves € exercitar € VMII2S00 € əɡzərsitˈaβəs
exercitàveu € exercitar € VMII2P00 € əɡzərsitˈaβəw
exercitem € exercitar € VMIP1P00 € əɡzərsitˈɛm
exercitem € exercitar € VMM01P00 € əɡzərsitˈɛm
exercitem € exercitar € VMSP1P00 € əɡzərsitˈɛm
exerciten € exercitar € VMIP3P00 € əɡzərsˈitən
exercites € exercitar € VMIP2S00 € əɡzərsˈitəs
exercités € exercitar € VMSI1S01 € əɡzərsitˈes
exercitéssim € exercitar € VMSI1P02 € əɡzərsitˈesim
exercitessin € exercitar € VMSI3P02 € əɡzərsitˈesin
exercitessis € exercitar € VMSI2S02 € əɡzərsitˈesis
exercitéssiu € exercitar € VMSI2P02 € əɡzərsitˈesiw
exerciteu € exercitar € VMIP2P00 € əɡzərsitˈɛw
exerciteu € exercitar € VMM02P0X € əɡzərsitˈɛw
exerciteu € exercitar € VMSP2P00 € əɡzərsitˈɛw
exerciti € exercitar € VMM03S0Y € əɡzərsˈiti
exerciti € exercitar € VMSP1S0Y € əɡzərsˈiti
exercití € exercitar € VMIS1S00 € əɡzərsitˈi
exercitin € exercitar € VMM03P0Y € əɡzərsˈitin
exercitin € exercitar € VMSP3P0Y € əɡzərsˈitin
exercitis € exercitar € VMSP2S0Y € əɡzərsˈitis
exercito € exercitar € VMIP1S0C € əɡzərsˈitu
exercits € exercir € VMP00PM0 € əɡzərsˈits
exèrcits € exèrcit € NCMP000 € əɡzˈɛrsits
exerciu € exercir € VMIP2P00 € əɡzərsˈiw
exerciu € exercir € VMM02P00 € əɡzərsˈiw
exerciu € exercir € VMSP2P00 € əɡzərsˈiw
exèresi € exèresi € NCFS000 € əɡzˈɛɾəzi
exèresis € exèresi € NCFP000 € əɡzˈɛɾəzis
exerg € exerg € NCMS000 € əɡzˈɛrk
exergia € exergia € NCFS000 € əɡzərʒˈiə
exergies € exergia € NCFP000 € əɡzərʒˈiəs
exergs € exerg € NCMP000 € əɡzˈɛrks
exestipulada € exestipulat € AQ0FS0 € əɡzəstipulˈaðə
exestipulades € exestipulat € AQ0FP0 € əɡzəstipulˈaðəs
exestipulat € exestipulat € AQ0MS0 € əɡzəstipulˈat
exestipulats € exestipulat € AQ0MP0 € əɡzəstipulˈats
exfolia € exfoliar € VMIP3S00 € əksfulˈiə
exfolia € exfoliar € VMM02S00 € əksfulˈiə
exfolià € exfoliar € VMIS3S00 € əksfuliˈa
exfoliable € exfoliable € AQ0CS0 € əksfuliˈabblə
exfoliables € exfoliable € AQ0CP0 € əksfuliˈabbləs
exfoliació € exfoliació € NCFS000 € əksfuliəsiˈo
exfoliacions € exfoliació € NCFP000 € əksfuliəsiˈons
exfoliada € exfoliar € VMP00SF0 € əksfuliˈaðə
exfoliades € exfoliar € VMP00PF0 € əksfuliˈaðəs
exfoliant € exfoliant € AQ0CS0 € əksfuliˈan
exfoliant € exfoliar € VMG00000 € əksfuliˈan
exfoliar € exfoliar € VMN00000 € əksfuliˈa
exfoliarà € exfoliar € VMIF3S00 € əksfuliəɾˈa
exfoliaran € exfoliar € VMIF3P00 € əksfuliəɾˈan
exfoliaràs € exfoliar € VMIF2S00 € əksfuliəɾˈas
exfoliaré € exfoliar € VMIF1S00 € əksfuliəɾˈe
exfoliarem € exfoliar € VMIF1P00 € əksfuliəɾˈɛm
exfoliàrem € exfoliar € VMIS1P00 € əksfuliˈaɾəm
exfoliaren € exfoliar € VMIS3P00 € əksfuliˈaɾən
exfoliares € exfoliar € VMIS2S00 € əksfuliˈaɾəs
exfoliareu € exfoliar € VMIF2P00 € əksfuliəɾˈɛw
exfoliàreu € exfoliar € VMIS2P00 € əksfuliˈaɾəw
exfoliaria € exfoliar € VMCC1S00 € əksfuliəɾˈiə
exfoliaríem € exfoliar € VMCC1P00 € əksfuliəɾˈiəm
exfoliarien € exfoliar € VMCC3P00 € əksfuliəɾˈiən
exfoliaries € exfoliar € VMCC2S00 € əksfuliəɾˈiəs
exfoliaríeu € exfoliar € VMCC2P00 € əksfuliəɾˈiəw
exfoliat € exfoliar € VMP00SM0 € əksfuliˈat
exfoliatiu € exfoliatiu € AQ0MS0 € əksfuliətˈiw
exfoliatius € exfoliatiu € AQ0MP0 € əksfuliətˈiws
exfoliativa € exfoliatiu € AQ0FS0 € əksfuliətˈiβə
exfoliatives € exfoliatiu € AQ0FP0 € əksfuliətˈiβəs
exfoliats € exfoliar € VMP00PM0 € əksfuliˈats
exfoliava € exfoliar € VMII1S00 € əksfuliˈaβə
exfoliàvem € exfoliar € VMII1P00 € əksfuliˈaβəm
exfoliaven € exfoliar € VMII3P00 € əksfuliˈaβən
exfoliaves € exfoliar € VMII2S00 € əksfuliˈaβəs
exfoliàveu € exfoliar € VMII2P00 € əksfuliˈaβəw
exfoliem € exfoliar € VMIP1P00 € əksfuliˈɛm
exfoliem € exfoliar € VMM01P00 € əksfuliˈɛm
exfoliem € exfoliar € VMSP1P00 € əksfuliˈɛm
exfolien € exfoliar € VMIP3P00 € əksfulˈiən
exfolies € exfoliar € VMIP2S00 € əksfulˈiəs
exfoliés € exfoliar € VMSI1S01 € əksfuliˈes
exfoliéssim € exfoliar € VMSI1P02 € əksfuliˈesim
exfoliessin € exfoliar € VMSI3P02 € əksfuliˈesin
exfoliessis € exfoliar € VMSI2S02 € əksfuliˈesis
exfoliéssiu € exfoliar € VMSI2P02 € əksfuliˈesiw
exfolieu € exfoliar € VMIP2P00 € əksfuliˈɛw
exfolieu € exfoliar € VMM02P0X € əksfuliˈɛw
exfolieu € exfoliar € VMSP2P00 € əksfuliˈɛw
exfolií € exfoliar € VMIS1S00 € əksfuliˈi
exfoliï € exfoliar € VMM03S0Y € əksfulˈii
exfoliï € exfoliar € VMSP1S0Y € əksfulˈii
exfoliïn € exfoliar € VMM03P0Y € əksfulˈiin
exfoliïn € exfoliar € VMSP3P0Y € əksfulˈiin
exfoliïs € exfoliar € VMSP2S0Y € əksfulˈiis
exfolio € exfoliar € VMIP1S0C € əksfulˈiu
exfutbolista € exfutbolista € NCCS000 € əksfudbulˈistə
exhala € exhalar € VMIP3S00 € əksˈalə
exhala € exhalar € VMM02S00 € əksˈalə
exhalà € exhalar € VMIS3S00 € əksəlˈa
exhalable € exhalable € AQ0CS0 € əksəlˈabblə
exhalables € exhalable € AQ0CP0 € əksəlˈabbləs
exhalació € exhalació € NCFS000 € əksələsiˈo
exhalacions € exhalació € NCFP000 € əksələsiˈons
exhalada € exhalar € VMP00SF0 € əksəlˈaðə
exhalades € exhalar € VMP00PF0 € əksəlˈaðəs
exhalant € exhalant € AQ0CS0 € əksəlˈan
exhalant € exhalar € VMG00000 € əksəlˈan
exhalants € exhalant € AQ0CP0 € əksəlˈans
exhalar € exhalar € VMN00000 € əksəlˈa
exhalarà € exhalar € VMIF3S00 € əksələɾˈa
exhalaran € exhalar € VMIF3P00 € əksələɾˈan
exhalaràs € exhalar € VMIF2S00 € əksələɾˈas
exhalaré € exhalar € VMIF1S00 € əksələɾˈe
exhalarem € exhalar € VMIF1P00 € əksələɾˈɛm
exhalàrem € exhalar € VMIS1P00 € əksəlˈaɾəm
exhalaren € exhalar € VMIS3P00 € əksəlˈaɾən
exhalares € exhalar € VMIS2S00 € əksəlˈaɾəs
exhalareu € exhalar € VMIF2P00 € əksələɾˈɛw
exhalàreu € exhalar € VMIS2P00 € əksəlˈaɾəw
exhalaria € exhalar € VMCC1S00 € əksələɾˈiə
exhalaríem € exhalar € VMCC1P00 € əksələɾˈiəm
exhalarien € exhalar € VMCC3P00 € əksələɾˈiən
exhalaries € exhalar € VMCC2S00 € əksələɾˈiəs
exhalaríeu € exhalar € VMCC2P00 € əksələɾˈiəw
exhalat € exhalar € VMP00SM0 € əksəlˈat
exhalatiu € exhalatiu € AQ0MS0 € əksələtˈiw
exhalatius € exhalatiu € AQ0MP0 € əksələtˈiws
exhalativa € exhalatiu € AQ0FS0 € əksələtˈiβə
exhalatives € exhalatiu € AQ0FP0 € əksələtˈiβəs
exhalatori € exhalatori € AQ0MS0 € əksələtˈɔɾi
exhalatòria € exhalatori € AQ0FS0 € əksələtˈɔɾiə
exhalatòries € exhalatori € AQ0FP0 € əksələtˈɔɾiəs
exhalatoris € exhalatori € AQ0MP0 € əksələtˈɔɾis
exhalats € exhalar € VMP00PM0 € əksəlˈats
exhalava € exhalar € VMII1S00 € əksəlˈaβə
exhalàvem € exhalar € VMII1P00 € əksəlˈaβəm
exhalaven € exhalar € VMII3P00 € əksəlˈaβən
exhalaves € exhalar € VMII2S00 € əksəlˈaβəs
exhalàveu € exhalar € VMII2P00 € əksəlˈaβəw
exhalem € exhalar € VMIP1P00 € əksəlˈɛm
exhalem € exhalar € VMM01P00 € əksəlˈɛm
exhalem € exhalar € VMSP1P00 € əksəlˈɛm
exhalen € exhalar € VMIP3P00 € əksˈalən
exhales € exhalar € VMIP2S00 € əksˈaləs
exhalés € exhalar € VMSI1S01 € əksəlˈes
exhaléssim € exhalar € VMSI1P02 € əksəlˈesim
exhalessin € exhalar € VMSI3P02 € əksəlˈesin
exhalessis € exhalar € VMSI2S02 € əksəlˈesis
exhaléssiu € exhalar € VMSI2P02 € əksəlˈesiw
exhaleu € exhalar € VMIP2P00 € əksəlˈɛw
exhaleu € exhalar € VMM02P0X € əksəlˈɛw
exhaleu € exhalar € VMSP2P00 € əksəlˈɛw
exhali € exhalar € VMM03S0Y € əksˈali
exhali € exhalar € VMSP1S0Y € əksˈali
exhalí € exhalar € VMIS1S00 € əksəlˈi
exhalin € exhalar € VMM03P0Y € əksˈalin
exhalin € exhalar € VMSP3P0Y € əksˈalin
exhalis € exhalar € VMSP2S0Y € əksˈalis
exhalita € exhalita € NCFS000 € əksəlˈitə
exhalites € exhalita € NCFP000 € əksəlˈitəs
exhalo € exhalar € VMIP1S0C € əksˈalu
exhaureix € exhaurir € VMIP3S00 € əksəwɾˈɛʃ
exhaureix € exhaurir € VMM02S00 € əksəwɾˈɛʃ
exhaureixen € exhaurir € VMIP3P00 € əksəwɾˈɛʃən
exhaureixes € exhaurir € VMIP2S00 € əksəwɾˈɛʃəs
exhaureixi € exhaurir € VMM03S0Y € əksəwɾˈɛʃi
exhaureixi € exhaurir € VMSP1S0Y € əksəwɾˈɛʃi
exhaureixin € exhaurir € VMM03P0Y € əksəwɾˈɛʃin
exhaureixin € exhaurir € VMSP3P0Y € əksəwɾˈɛʃin
exhaureixis € exhaurir € VMSP2S0Y € əksəwɾˈɛʃis
exhaureixo € exhaurir € VMIP1S0C € əksəwɾˈɛʃu
exhaurí € exhaurir € VMIS1S00 € əksəwɾˈi
exhauria € exhaurir € VMII1S00 € əksəwɾˈiə
exhauribilitat € exhauribilitat € NCFS000 € əksəwɾiβilitˈat
exhauribilitats € exhauribilitat € NCFP000 € əksəwɾiβilitˈats
exhaurible € exhaurible € AQ0CS0 € əksəwɾˈibblə
exhauribles € exhaurible € AQ0CP0 € əksəwɾˈibbləs
exhaurida € exhaurir € VMP00SF0 € əksəwɾˈiðə
exhaurides € exhaurir € VMP00PF0 € əksəwɾˈiðəs
exhauridor € exhauridor € AQ0MS0 € əksəwɾiðˈo
exhauridora € exhauridor € AQ0FS0 € əksəwɾiðˈoɾə
exhauridores € exhauridor € AQ0FP0 € əksəwɾiðˈoɾəs
exhauridors € exhauridor € AQ0MP0 € əksəwɾiðˈos
exhauríem € exhaurir € VMII1P00 € əksəwɾˈiəm
exhaurien € exhaurir € VMII3P00 € əksəwɾˈiən
exhauries € exhaurir € VMII2S00 € əksəwɾˈiəs
exhauríeu € exhaurir € VMII2P00 € əksəwɾˈiəw
exhaurim € exhaurir € VMIP1P00 € əksəwɾˈim
exhaurim € exhaurir € VMM01P00 € əksəwɾˈim
exhaurim € exhaurir € VMSP1P00 € əksəwɾˈim
exhauriment € exhauriment € NCMS000 € əksəwɾimˈen
exhauriments € exhauriment € NCMP000 € əksəwɾimˈens
exhaurint € exhaurir € VMG00000 € əksəwɾˈin
exhaurir € exhaurir € VMN00000 € əksəwɾˈi
exhaurirà € exhaurir € VMIF3S00 € əksəwɾiɾˈa
exhauriran € exhaurir € VMIF3P00 € əksəwɾiɾˈan
exhauriràs € exhaurir € VMIF2S00 € əksəwɾiɾˈas
exhauriré € exhaurir € VMIF1S00 € əksəwɾiɾˈe
exhaurirem € exhaurir € VMIF1P00 € əksəwɾiɾˈɛm
exhaurírem € exhaurir € VMIS1P00 € əksəwɾˈiɾəm
exhauriren € exhaurir € VMIS3P00 € əksəwɾˈiɾən
exhaurires € exhaurir € VMIS2S00 € əksəwɾˈiɾəs
exhaurireu € exhaurir € VMIF2P00 € əksəwɾiɾˈɛw
exhauríreu € exhaurir € VMIS2P00 € əksəwɾˈiɾəw
exhauriria € exhaurir € VMCC1S00 € əksəwɾiɾˈiə
exhauriríem € exhaurir € VMCC1P00 € əksəwɾiɾˈiəm
exhauririen € exhaurir € VMCC3P00 € əksəwɾiɾˈiən
exhauriries € exhaurir € VMCC2S00 € əksəwɾiɾˈiəs
exhauriríeu € exhaurir € VMCC2P00 € əksəwɾiɾˈiəw
exhaurís € exhaurir € VMSI1S01 € əksəwɾˈis
exhauríssim € exhaurir € VMSI1P02 € əksəwɾˈisim
exhaurissin € exhaurir € VMSI3P02 € əksəwɾˈisin
exhaurissis € exhaurir € VMSI2S02 € əksəwɾˈisis
exhauríssiu € exhaurir € VMSI2P02 € əksəwɾˈisiw
exhaurit € exhaurir € VMP00SM0 € əksəwɾˈit
exhaurits € exhaurir € VMP00PM0 € əksəwɾˈits
exhauriu € exhaurir € VMIP2P00 € əksəwɾˈiw
exhauriu € exhaurir € VMM02P00 € əksəwɾˈiw
exhauriu € exhaurir € VMSP2P00 € əksəwɾˈiw
exhaust € exhaust € AQ0MS0 € əksˈawst
exhausta € exhaust € AQ0FS0 € əksˈawstə
exhaustes € exhaust € AQ0FP0 € əksˈawstəs
exhaustió € exhaustió € NCFS000 € əksəwstiˈo
exhaustions € exhaustió € NCFP000 € əksəwstiˈons
exhaustiu € exhaustiu € AQ0MS0 € əksəwstˈiw
exhaustius € exhaustiu € AQ0MP0 € əksəwstˈiws
exhaustiva € exhaustiu € AQ0FS0 € əksəwstˈiβə
exhaustives € exhaustiu € AQ0FP0 € əksəwstˈiβəs
exhaustivitat € exhaustivitat € NCFS000 € əksəwstiβitˈat
exhaustivitats € exhaustivitat € NCFP000 € əksəwstiβitˈats
exhaustos € exhaust € AQ0MP0 € əksˈawstus
exhausts € exhaust € AQ0MP0 € əksˈawsts
exhibeix € exhibir € VMIP3S00 € əksiβˈɛʃ
exhibeix € exhibir € VMM02S00 € əksiβˈɛʃ
