Gafarró € Gafarró € NPMSG00 € ɡəfərˈo
galactosa € galactosa € NCFS000 € ɡələktˈozə
galactosèmia € galactosèmia € NCFS000 € ɡələktuzˈɛmiə
galactosèmies € galactosèmia € NCFP000 € ɡələktuzˈɛmiəs
galactoses € galactosa € NCFP000 € ɡələktˈozəs
galacturònic € galacturònic € AQ0MS0 € ɡələktuɾˈɔnik
galacturònica € galacturònic € AQ0FS0 € ɡələktuɾˈɔnikə
galacturònics € galacturònic € AQ0MP0 € ɡələktuɾˈɔniks
galacturòniques € galacturònic € AQ0FP0 € ɡələktuɾˈɔnikəs
Galàdriel € Galàdriel € NPFSSP0 € ɡəlˈaðɾiəl
galaic € galaic € AQ0MS0 € ɡəlˈajk
galaica € galaic € AQ0FS0 € ɡəlˈajkə
galaicoportuguès € galaicoportuguès € AQ0MS0 € ɡələjkupurtuɣˈɛs
galaicoportuguès € galaicoportuguès € NCMS000 € ɡələjkupurtuɣˈɛs
galaicoportugués € galaicoportuguès € AQ0MS0 € ɡələjkupurtuɣˈes
galaicoportugués € galaicoportuguès € NCMS000 € ɡələjkupurtuɣˈes
galaicoportuguesa € galaicoportuguès € AQ0FS0 € ɡələjkupurtuɣˈɛzə
galaicoportuguesa € galaicoportuguès € NCFS000 € ɡələjkupurtuɣˈɛzə
galaicoportugueses € galaicoportuguès € AQ0FP0 € ɡələjkupurtuɣˈɛzəs
galaicoportugueses € galaicoportuguès € NCFP000 € ɡələjkupurtuɣˈɛzəs
galaicoportuguesos € galaicoportuguès € AQ0MP0 € ɡələjkupurtuɣˈɛzus
galaicoportuguesos € galaicoportuguès € NCMP000 € ɡələjkupurtuɣˈɛzus
galaics € galaic € AQ0MP0 € ɡəlˈajks
galaiques € galaic € AQ0FP0 € ɡəlˈajkəs
galalita € galalita € NCFS000 € ɡələlˈitə
galalites € galalita € NCFP000 € ɡələlˈitəs
galamó € galamó € NCMS000 € ɡələmˈo
galamons € galamó € NCMP000 € ɡələmˈons
Galan € Galan € NPCNSP0 € ɡəlˈan
galana € galà € AQ0FS0 € ɡəlˈanə
galanegem € galanejar € VMIP1P00 € ɡələnəʒˈɛm
galanegem € galanejar € VMM01P00 € ɡələnəʒˈɛm
galanegem € galanejar € VMSP1P00 € ɡələnəʒˈɛm
galanegen € galanejar € VMIP3P00 € ɡələnˈeʒən
galaneges € galanejar € VMIP2S00 € ɡələnˈeʒəs
galanegés € galanejar € VMSI1S01 € ɡələnəʒˈes
galanegéssim € galanejar € VMSI1P02 € ɡələnəʒˈesim
galanegessin € galanejar € VMSI3P02 € ɡələnəʒˈesin
galanegessis € galanejar € VMSI2S02 € ɡələnəʒˈesis
galanegéssiu € galanejar € VMSI2P02 € ɡələnəʒˈesiw
galanegeu € galanejar € VMIP2P00 € ɡələnəʒˈɛw
galanegeu € galanejar € VMM02P0X € ɡələnəʒˈɛw
galanegeu € galanejar € VMSP2P00 € ɡələnəʒˈɛw
galanegi € galanejar € VMM03S0Y € ɡələnˈeʒi
galanegi € galanejar € VMSP1S0Y € ɡələnˈeʒi
galanegí € galanejar € VMIS1S00 € ɡələnəʒˈi
galanegin € galanejar € VMM03P0Y € ɡələnˈeʒin
galanegin € galanejar € VMSP3P0Y € ɡələnˈeʒin
galanegis € galanejar € VMSP2S0Y € ɡələnˈeʒis
galaneja € galanejar € VMIP3S00 € ɡələnˈɛʒə
galaneja € galanejar € VMM02S00 € ɡələnˈɛʒə
galanejà € galanejar € VMIS3S00 € ɡələnəʒˈa
galanejada € galanejar € VMP00SF0 € ɡələnəʒˈaðə
galanejades € galanejar € VMP00PF0 € ɡələnəʒˈaðəs
galanejant € galanejar € VMG00000 € ɡələnəʒˈan
galanejar € galanejar € VMN00000 € ɡələnəʒˈa
galanejarà € galanejar € VMIF3S00 € ɡələnəʒəɾˈa
galanejaran € galanejar € VMIF3P00 € ɡələnəʒəɾˈan
galanejaràs € galanejar € VMIF2S00 € ɡələnəʒəɾˈas
galanejaré € galanejar € VMIF1S00 € ɡələnəʒəɾˈe
galanejarem € galanejar € VMIF1P00 € ɡələnəʒəɾˈɛm
galanejàrem € galanejar € VMIS1P00 € ɡələnəʒˈaɾəm
galanejaren € galanejar € VMIS3P00 € ɡələnəʒˈaɾən
galanejares € galanejar € VMIS2S00 € ɡələnəʒˈaɾəs
galanejareu € galanejar € VMIF2P00 € ɡələnəʒəɾˈɛw
galanejàreu € galanejar € VMIS2P00 € ɡələnəʒˈaɾəw
galanejaria € galanejar € VMCC1S00 € ɡələnəʒəɾˈiə
galanejaríem € galanejar € VMCC1P00 € ɡələnəʒəɾˈiəm
galanejarien € galanejar € VMCC3P00 € ɡələnəʒəɾˈiən
galanejaries € galanejar € VMCC2S00 € ɡələnəʒəɾˈiəs
galanejaríeu € galanejar € VMCC2P00 € ɡələnəʒəɾˈiəw
galanejat € galanejar € VMP00SM0 € ɡələnəʒˈat
galanejats € galanejar € VMP00PM0 € ɡələnəʒˈats
galanejava € galanejar € VMII1S00 € ɡələnəʒˈaβə
galanejàvem € galanejar € VMII1P00 € ɡələnəʒˈaβəm
galanejaven € galanejar € VMII3P00 € ɡələnəʒˈaβən
galanejaves € galanejar € VMII2S00 € ɡələnəʒˈaβəs
galanejàveu € galanejar € VMII2P00 € ɡələnəʒˈaβəw
galanejo € galanejar € VMIP1S0C € ɡələnˈɛʒu
galanes € galà € AQ0FP0 € ɡəlˈanəs
galanesa € galanesa € NCFS000 € ɡələnˈɛzə
galaneses € galanesa € NCFP000 € ɡələnˈɛzəs
galanga € galanga € NCFS000 € ɡəlˈaŋɡə
galangues € galanga € NCFP000 € ɡəlˈaŋɡəs
galania € galania € NCFS000 € ɡələnˈiə
galanies € galania € NCFP000 € ɡələnˈiəs
galanor € galanor € NCFS000 € ɡələnˈo
galanors € galanor € NCFP000 € ɡələnˈos
galans € galà € AQ0MP0 € ɡəlˈans
galant € galant € AQ0CS0 € ɡəlˈan
galant € galant € NCMS000 € ɡəlˈan
galantegem € galantejar € VMIP1P00 € ɡələntəʒˈɛm
galantegem € galantejar € VMM01P00 € ɡələntəʒˈɛm
galantegem € galantejar € VMSP1P00 € ɡələntəʒˈɛm
galantegen € galantejar € VMIP3P00 € ɡələntˈɛʒən
galanteges € galantejar € VMIP2S00 € ɡələntˈɛʒəs
galantegés € galantejar € VMSI1S01 € ɡələntəʒˈes
galantegéssim € galantejar € VMSI1P02 € ɡələntəʒˈesim
galantegessin € galantejar € VMSI3P02 € ɡələntəʒˈesin
galantegessis € galantejar € VMSI2S02 € ɡələntəʒˈesis
galantegéssiu € galantejar € VMSI2P02 € ɡələntəʒˈesiw
galantegeu € galantejar € VMIP2P00 € ɡələntəʒˈɛw
galantegeu € galantejar € VMM02P0X € ɡələntəʒˈɛw
galantegeu € galantejar € VMSP2P00 € ɡələntəʒˈɛw
galantegi € galantejar € VMM03S0Y € ɡələntˈɛʒi
galantegi € galantejar € VMSP1S0Y € ɡələntˈɛʒi
galantegí € galantejar € VMIS1S00 € ɡələntəʒˈi
galantegin € galantejar € VMM03P0Y € ɡələntˈɛʒin
galantegin € galantejar € VMSP3P0Y € ɡələntˈɛʒin
galantegis € galantejar € VMSP2S0Y € ɡələntˈɛʒis
galanteig € galanteig € NCMS000 € ɡələntˈɛtʃ
galanteigs € galanteig € NCMP000 € ɡələntˈɛtʃs
galanteja € galantejar € VMIP3S00 € ɡələntˈɛʒə
galanteja € galantejar € VMM02S00 € ɡələntˈɛʒə
galantejà € galantejar € VMIS3S00 € ɡələntəʒˈa
galantejada € galantejar € VMP00SF0 € ɡələntəʒˈaðə
galantejades € galantejar € VMP00PF0 € ɡələntəʒˈaðəs
galantejador € galantejador € AQ0MS0 € ɡələntəʒəðˈo
galantejador € galantejador € NCMS000 € ɡələntəʒəðˈo
galantejadora € galantejador € AQ0FS0 € ɡələntəʒəðˈoɾə
galantejadores € galantejador € AQ0FP0 € ɡələntəʒəðˈoɾəs
galantejadors € galantejador € AQ0MP0 € ɡələntəʒəðˈos
galantejadors € galantejador € NCMP000 € ɡələntəʒəðˈos
galantejant € galantejar € VMG00000 € ɡələntəʒˈan
galantejar € galantejar € VMN00000 € ɡələntəʒˈa
galantejarà € galantejar € VMIF3S00 € ɡələntəʒəɾˈa
galantejaran € galantejar € VMIF3P00 € ɡələntəʒəɾˈan
galantejaràs € galantejar € VMIF2S00 € ɡələntəʒəɾˈas
galantejaré € galantejar € VMIF1S00 € ɡələntəʒəɾˈe
galantejarem € galantejar € VMIF1P00 € ɡələntəʒəɾˈɛm
galantejàrem € galantejar € VMIS1P00 € ɡələntəʒˈaɾəm
galantejaren € galantejar € VMIS3P00 € ɡələntəʒˈaɾən
galantejares € galantejar € VMIS2S00 € ɡələntəʒˈaɾəs
galantejareu € galantejar € VMIF2P00 € ɡələntəʒəɾˈɛw
galantejàreu € galantejar € VMIS2P00 € ɡələntəʒˈaɾəw
galantejaria € galantejar € VMCC1S00 € ɡələntəʒəɾˈiə
galantejaríem € galantejar € VMCC1P00 € ɡələntəʒəɾˈiəm
galantejarien € galantejar € VMCC3P00 € ɡələntəʒəɾˈiən
galantejaries € galantejar € VMCC2S00 € ɡələntəʒəɾˈiəs
galantejaríeu € galantejar € VMCC2P00 € ɡələntəʒəɾˈiəw
galantejat € galantejar € VMP00SM0 € ɡələntəʒˈat
galantejats € galantejar € VMP00PM0 € ɡələntəʒˈats
galantejava € galantejar € VMII1S00 € ɡələntəʒˈaβə
galantejàvem € galantejar € VMII1P00 € ɡələntəʒˈaβəm
galantejaven € galantejar € VMII3P00 € ɡələntəʒˈaβən
galantejaves € galantejar € VMII2S00 € ɡələntəʒˈaβəs
galantejàveu € galantejar € VMII2P00 € ɡələntəʒˈaβəw
galantejo € galantejar € VMIP1S0C € ɡələntˈɛʒu
galantejos € galanteig € NCMP000 € ɡələntˈɛʒus
galanteria € galanteria € NCFS000 € ɡələntəɾˈiə
galanteries € galanteria € NCFP000 € ɡələntəɾˈiəs
galantina € galantina € NCFS000 € ɡələntˈinə
galantines € galantina € NCFP000 € ɡələntˈinəs
galantment € galantment € ZRG € ɡələmmˈen
galants € galant € AQ0CP0 € ɡəlˈans
galants € galant € NCMP000 € ɡəlˈans
galanxó € galanxó € AQ0MS0 € ɡələnʃˈo
galanxona € galanxó € AQ0FS0 € ɡələnʃˈonə
galanxones € galanxó € AQ0FP0 € ɡələnʃˈonəs
galanxons € galanxó € AQ0MP0 € ɡələnʃˈons
Galápagos € Galápagos € NPFPG00 € ɡələpˈaɣus
galàpet € galàpet € NCMS000 € ɡəlˈapət
galàpets € galàpet € NCMP000 € ɡəlˈapəts
Galard € Galard € NPCNSP0 € ɡəlˈart
galassa € galassa € NCFS000 € ɡəlˈasə
gàlata € gàlata € AQ0CS0 € ɡˈalətə
gàlata € gàlata € NCCS000 € ɡˈalətə
Galatea € Galatea € NPFSSP0 € ɡələtˈeə
galateid € galateid € NCMS000 € ɡələtˈɛjt
galateids € galateid € NCMP000 € ɡələtˈɛjts
gàlates € gàlata € AQ0CP0 € ɡˈalətəs
gàlates € gàlata € NCCP000 € ɡˈalətəs
Galati € Galati € NPCSG00 € ɡəlˈati
Galatina € Galatina € NPCSG00 € ɡələtˈinə
Galatzó € Galatzó € NPCSG00 € ɡələdzˈo
galavars € galavars € NCMS000 € ɡələβˈars
galavarsos € galavars € NCMP000 € ɡələβˈarsus
galaverna € galaverna € NCFS000 € ɡələβˈɛrnə
galavernes € galaverna € NCFP000 € ɡələβˈɛrnəs
galàxia € galàxia € NCFS000 € ɡəlˈaksiə
galàxies € galàxia € NCFP000 € ɡəlˈaksiəs
Galba € Galba € NPMSSP0 € ɡˈalβə
galba € galba € NCFS000 € ɡˈalβə
gàlban € gàlban € NCMS000 € ɡˈalβən
gàlbans € gàlban € NCMP000 € ɡˈalβəns
galbes € galba € NCFP000 € ɡˈalβəs
gàlbul € gàlbul € NCMS000 € ɡˈalβul
gàlbuls € gàlbul € NCMP000 € ɡˈalβuls
galda € galda € NCFS000 € ɡˈaldə
Galdakao € Galdakao € NPCSG00 € ɡəldəkˈau
Gáldar € Gáldar € NPCSG00 € ɡəldˈa
Galderic € Galderic € NPMSSP0 € ɡəldəɾˈik
galdes € galda € NCFP000 € ɡˈaldəs
galdiró € galdiró € NCMS000 € ɡəldiɾˈo
galdirons € galdiró € NCMP000 € ɡəldiɾˈons
galdós € galdós € AQ0MS0 € ɡəldˈos
galdosa € galdós € AQ0FS0 € ɡəldˈozə
galdoses € galdós € AQ0FP0 € ɡəldˈozəs
galdosos € galdós € AQ0MP0 € ɡəldˈozus
Galdric € Galdric € NPCNSP0 € ɡəldɾˈik
Galè € Galè € NPMSSP0 € ɡəlˈɛ
galè € galè € NCMS000 € ɡəlˈɛ
Galé € Galè € NPMSSP0 € ɡəlˈe
galé € galè € NCMS000 € ɡəlˈe
gàlea € gàlea € NCFS000 € ɡˈaleə
gàlees € gàlea € NCFP000 € ɡˈaleəs
galega € galega € NCFS000 € ɡəlˈɛɣə
galegem € galejar € VMIP1P00 € ɡələʒˈɛm
galegem € galejar € VMM01P00 € ɡələʒˈɛm
galegem € galejar € VMSP1P00 € ɡələʒˈɛm
galegen € galejar € VMIP3P00 € ɡəlˈɛʒən
galeges € galejar € VMIP2S00 € ɡəlˈɛʒəs
galegés € galejar € VMSI1S01 € ɡələʒˈes
galegéssim € galejar € VMSI1P02 € ɡələʒˈesim
galegessin € galejar € VMSI3P02 € ɡələʒˈesin
galegessis € galejar € VMSI2S02 € ɡələʒˈesis
galegéssiu € galejar € VMSI2P02 € ɡələʒˈesiw
galegeu € galejar € VMIP2P00 € ɡələʒˈɛw
galegeu € galejar € VMM02P0X € ɡələʒˈɛw
galegeu € galejar € VMSP2P00 € ɡələʒˈɛw
galegi € galejar € VMM03S0Y € ɡəlˈɛʒi
galegi € galejar € VMSP1S0Y € ɡəlˈɛʒi
galegí € galejar € VMIS1S00 € ɡələʒˈi
galegin € galejar € VMM03P0Y € ɡəlˈɛʒin
galegin € galejar € VMSP3P0Y € ɡəlˈɛʒin
galegis € galejar € VMSP2S0Y € ɡəlˈɛʒis
galegues € galega € NCFP000 € ɡəlˈɛɣəs
galeig € galeig € NCMS000 € ɡəlˈɛtʃ
galeigs € galeig € NCMP000 € ɡəlˈɛtʃs
galeja € galejar € VMIP3S00 € ɡəlˈɛʒə
galeja € galejar € VMM02S00 € ɡəlˈɛʒə
galejà € galejar € VMIS3S00 € ɡələʒˈa
galejada € galejar € VMP00SF0 € ɡələʒˈaðə
galejades € galejar € VMP00PF0 € ɡələʒˈaðəs
galejant € galejar € VMG00000 € ɡələʒˈan
galejar € galejar € VMN00000 € ɡələʒˈa
galejarà € galejar € VMIF3S00 € ɡələʒəɾˈa
galejaran € galejar € VMIF3P00 € ɡələʒəɾˈan
galejaràs € galejar € VMIF2S00 € ɡələʒəɾˈas
galejaré € galejar € VMIF1S00 € ɡələʒəɾˈe
galejarem € galejar € VMIF1P00 € ɡələʒəɾˈɛm
galejàrem € galejar € VMIS1P00 € ɡələʒˈaɾəm
galejaren € galejar € VMIS3P00 € ɡələʒˈaɾən
galejares € galejar € VMIS2S00 € ɡələʒˈaɾəs
galejareu € galejar € VMIF2P00 € ɡələʒəɾˈɛw
galejàreu € galejar € VMIS2P00 € ɡələʒˈaɾəw
galejaria € galejar € VMCC1S00 € ɡələʒəɾˈiə
galejaríem € galejar € VMCC1P00 € ɡələʒəɾˈiəm
galejarien € galejar € VMCC3P00 € ɡələʒəɾˈiən
galejaries € galejar € VMCC2S00 € ɡələʒəɾˈiəs
galejaríeu € galejar € VMCC2P00 € ɡələʒəɾˈiəw
galejat € galejar € VMP00SM0 € ɡələʒˈat
galejats € galejar € VMP00PM0 € ɡələʒˈats
galejava € galejar € VMII1S00 € ɡələʒˈaβə
galejàvem € galejar € VMII1P00 € ɡələʒˈaβəm
galejaven € galejar € VMII3P00 € ɡələʒˈaβən
galejaves € galejar € VMII2S00 € ɡələʒˈaβəs
galejàveu € galejar € VMII2P00 € ɡələʒˈaβəw
galejo € galejar € VMIP1S0C € ɡəlˈɛʒu
galejos € galeig € NCMP000 € ɡəlˈɛʒus
Galena € Galena € NPFSSP0 € ɡəlˈɛnə
galena € galena € NCFS000 € ɡəlˈɛnə
galena € galè € NCFS000 € ɡəlˈɛnə
galenes € galena € NCFP000 € ɡəlˈɛnəs
galènic € galènic € AQ0MS0 € ɡəlˈɛnik
galènica € galènic € AQ0FS0 € ɡəlˈɛnikə
galènica € galènica € NCFS000 € ɡəlˈɛnikə
galènics € galènic € AQ0MP0 € ɡəlˈɛniks
galèniques € galènic € AQ0FP0 € ɡəlˈɛnikəs
galèniques € galènica € NCFP000 € ɡəlˈɛnikəs
galeodes € galeodes € NCMN000 € ɡəleˈɔðəs
galeopitec € galeopitec € NCMS000 € ɡəleupitˈɛk
galeopitecs € galeopitec € NCMP000 € ɡəleupitˈɛks
galer € galer € NCMS000 € ɡəlˈe
Galera € Galera € NPCNSP0 € ɡəlˈeɾə
galera € galera € NCFS000 € ɡəlˈeɾə
galerada € galerada € NCFS000 € ɡələɾˈaðə
galerades € galerada € NCFP000 € ɡələɾˈaðəs
galerenc € galerenc € AQ0MS0 € ɡələɾˈɛŋ
galerenc € galerenc € NCMS000 € ɡələɾˈɛŋ
galerenca € galerenc € AQ0FS0 € ɡələɾˈɛŋkə
galerenca € galerenc € NCFS000 € ɡələɾˈɛŋkə
galeres € galera € NCFP000 € ɡəlˈeɾəs
galereta € galereta € NCFS000 € ɡələɾˈɛtə
galeretes € galereta € NCFP000 € ɡələɾˈɛtəs
Galeri € Galeri € NPMSSP0 € ɡəlˈɛɾi
galerí € galerí € NCMS000 € ɡələɾˈi
galeria € galeria € NCFS000 € ɡələɾˈiə
galeries € galeria € NCFP000 € ɡələɾˈiəs
galerins € galerí € NCMP000 € ɡələɾˈins
galerista € galerista € NCCS000 € ɡələɾˈistə
galeristes € galerista € NCCP000 € ɡələɾˈistəs
galerna € galerna € NCFS000 € ɡəlˈɛrnə
galernes € galerna € NCFP000 € ɡəlˈɛrnəs
galers € galer € NCMP000 € ɡəlˈes
gales € gala € NCFP000 € ɡˈaləs
galet € galet € NCMS000 € ɡəlˈɛt
galeta € galeta € NCFS000 € ɡəlˈɛtə
galetes € galeta € NCFP000 € ɡəlˈɛtəs
galets € galet € NCMP000 € ɡəlˈɛts
galfí € galfí € NCMS000 € ɡəlfˈi
galfins € galfí € NCMP000 € ɡəlfˈins
galfó € galfó € NCMS000 € ɡəlfˈo
galfons € galfó € NCMP000 € ɡəlfˈons
galga € galga € NCFS000 € ɡˈalɣə
galga € galgar € VMIP3S00 € ɡˈalɣə
galga € galgar € VMM02S00 € ɡˈalɣə
galgà € galgar € VMIS3S00 € ɡəlɣˈa
galgada € galgar € VMP00SF0 € ɡəlɣˈaðə
galgades € galgar € VMP00PF0 € ɡəlɣˈaðəs
galgant € galgar € VMG00000 € ɡəlɣˈan
galgar € galgar € VMN00000 € ɡəlɣˈa
galgarà € galgar € VMIF3S00 € ɡəlɣəɾˈa
galgaran € galgar € VMIF3P00 € ɡəlɣəɾˈan
galgaràs € galgar € VMIF2S00 € ɡəlɣəɾˈas
galgaré € galgar € VMIF1S00 € ɡəlɣəɾˈe
galgarem € galgar € VMIF1P00 € ɡəlɣəɾˈɛm
galgàrem € galgar € VMIS1P00 € ɡəlɣˈaɾəm
galgaren € galgar € VMIS3P00 € ɡəlɣˈaɾən
galgares € galgar € VMIS2S00 € ɡəlɣˈaɾəs
galgareu € galgar € VMIF2P00 € ɡəlɣəɾˈɛw
galgàreu € galgar € VMIS2P00 € ɡəlɣˈaɾəw
galgaria € galgar € VMCC1S00 € ɡəlɣəɾˈiə
galgaríem € galgar € VMCC1P00 € ɡəlɣəɾˈiəm
galgarien € galgar € VMCC3P00 € ɡəlɣəɾˈiən
galgaries € galgar € VMCC2S00 € ɡəlɣəɾˈiəs
galgaríeu € galgar € VMCC2P00 € ɡəlɣəɾˈiəw
galgat € galgar € VMP00SM0 € ɡəlɣˈat
galgatge € galgatge € NCMS000 € ɡəlɣˈadʒə
galgatges € galgatge € NCMP000 € ɡəlɣˈadʒəs
galgats € galgar € VMP00PM0 € ɡəlɣˈats
galgava € galgar € VMII1S00 € ɡəlɣˈaβə
galgàvem € galgar € VMII1P00 € ɡəlɣˈaβəm
galgaven € galgar € VMII3P00 € ɡəlɣˈaβən
galgaves € galgar € VMII2S00 € ɡəlɣˈaβəs
galgàveu € galgar € VMII2P00 € ɡəlɣˈaβəw
galgo € galgar € VMIP1S0C € ɡˈalɣu
galguem € galgar € VMIP1P00 € ɡəlɣˈɛm
galguem € galgar € VMM01P00 € ɡəlɣˈɛm
galguem € galgar € VMSP1P00 € ɡəlɣˈɛm
galguen € galgar € VMIP3P00 € ɡˈalɣən
galgues € galga € NCFP000 € ɡˈalɣəs
galgues € galgar € VMIP2S00 € ɡˈalɣəs
galgués € galgar € VMSI1S01 € ɡəlɣˈes
galguéssim € galgar € VMSI1P02 € ɡəlɣˈesim
galguessin € galgar € VMSI3P02 € ɡəlɣˈesin
galguessis € galgar € VMSI2S02 € ɡəlɣˈesis
