Richelieu € Richelieu € NPMSSP0 € ritʃəliˈɛw
ridiculitza € ridiculitzar € VMIP3S00 € riðikulˈidzə
ridiculitza € ridiculitzar € VMM02S00 € riðikulˈidzə
ridiculitzà € ridiculitzar € VMIS3S00 € riðikulidzˈa
ridiculitzable € ridiculitzable € AQ0CS0 € riðikulidzˈabblə
ridiculitzables € ridiculitzable € AQ0CP0 € riðikulidzˈabbləs
ridiculització € ridiculització € NCFS000 € riðikulidzəsiˈo
ridiculitzacions € ridiculització € NCFP000 € riðikulidzəsiˈons
ridiculitzada € ridiculitzar € VMP00SF0 € riðikulidzˈaðə
ridiculitzades € ridiculitzar € VMP00PF0 € riðikulidzˈaðəs
ridiculitzador € ridiculitzador € AQ0MS0 € riðikulidzəðˈo
ridiculitzadora € ridiculitzador € AQ0FS0 € riðikulidzəðˈoɾə
ridiculitzadores € ridiculitzador € AQ0FP0 € riðikulidzəðˈoɾəs
ridiculitzadors € ridiculitzador € AQ0MP0 € riðikulidzəðˈos
ridiculitzant € ridiculitzar € VMG00000 € riðikulidzˈan
ridiculitzar € ridiculitzar € VMN00000 € riðikulidzˈa
ridiculitzarà € ridiculitzar € VMIF3S00 € riðikulidzəɾˈa
ridiculitzaran € ridiculitzar € VMIF3P00 € riðikulidzəɾˈan
ridiculitzaràs € ridiculitzar € VMIF2S00 € riðikulidzəɾˈas
ridiculitzaré € ridiculitzar € VMIF1S00 € riðikulidzəɾˈe
ridiculitzarem € ridiculitzar € VMIF1P00 € riðikulidzəɾˈɛm
ridiculitzàrem € ridiculitzar € VMIS1P00 € riðikulidzˈaɾəm
ridiculitzaren € ridiculitzar € VMIS3P00 € riðikulidzˈaɾən
ridiculitzares € ridiculitzar € VMIS2S00 € riðikulidzˈaɾəs
ridiculitzareu € ridiculitzar € VMIF2P00 € riðikulidzəɾˈɛw
ridiculitzàreu € ridiculitzar € VMIS2P00 € riðikulidzˈaɾəw
ridiculitzaria € ridiculitzar € VMCC1S00 € riðikulidzəɾˈiə
ridiculitzaríem € ridiculitzar € VMCC1P00 € riðikulidzəɾˈiəm
ridiculitzarien € ridiculitzar € VMCC3P00 € riðikulidzəɾˈiən
ridiculitzaries € ridiculitzar € VMCC2S00 € riðikulidzəɾˈiəs
ridiculitzaríeu € ridiculitzar € VMCC2P00 € riðikulidzəɾˈiəw
ridiculitzat € ridiculitzar € VMP00SM0 € riðikulidzˈat
ridiculitzats € ridiculitzar € VMP00PM0 € riðikulidzˈats
ridiculitzava € ridiculitzar € VMII1S00 € riðikulidzˈaβə
ridiculitzàvem € ridiculitzar € VMII1P00 € riðikulidzˈaβəm
ridiculitzaven € ridiculitzar € VMII3P00 € riðikulidzˈaβən
ridiculitzaves € ridiculitzar € VMII2S00 € riðikulidzˈaβəs
ridiculitzàveu € ridiculitzar € VMII2P00 € riðikulidzˈaβəw
ridiculitzem € ridiculitzar € VMIP1P00 € riðikulidzˈɛm
ridiculitzem € ridiculitzar € VMM01P00 € riðikulidzˈɛm
ridiculitzem € ridiculitzar € VMSP1P00 € riðikulidzˈɛm
ridiculitzen € ridiculitzar € VMIP3P00 € riðikulˈidzən
ridiculitzes € ridiculitzar € VMIP2S00 € riðikulˈidzəs
ridiculitzés € ridiculitzar € VMSI1S01 € riðikulidzˈes
ridiculitzéssim € ridiculitzar € VMSI1P02 € riðikulidzˈesim
ridiculitzessin € ridiculitzar € VMSI3P02 € riðikulidzˈesin
ridiculitzessis € ridiculitzar € VMSI2S02 € riðikulidzˈesis
ridiculitzéssiu € ridiculitzar € VMSI2P02 € riðikulidzˈesiw
ridiculitzeu € ridiculitzar € VMIP2P00 € riðikulidzˈɛw
ridiculitzeu € ridiculitzar € VMM02P0X € riðikulidzˈɛw
ridiculitzeu € ridiculitzar € VMSP2P00 € riðikulidzˈɛw
ridiculitzi € ridiculitzar € VMM03S0Y € riðikulˈidzi
ridiculitzi € ridiculitzar € VMSP1S0Y € riðikulˈidzi
ridiculitzí € ridiculitzar € VMIS1S00 € riðikulidzˈi
ridiculitzin € ridiculitzar € VMM03P0Y € riðikulˈidzin
ridiculitzin € ridiculitzar € VMSP3P0Y € riðikulˈidzin
ridiculitzis € ridiculitzar € VMSP2S0Y € riðikulˈidzis
ridiculitzo € ridiculitzar € VMIP1S0C € riðikulˈidzu
ridículs € ridícul € AQ0MP0 € riðˈikuls
ridículs € ridícul € NCMP000 € riðˈikuls
ridorta € ridorta € NCFS000 € riðˈɔrtə
ridortes € ridorta € NCFP000 € riðˈɔrtəs
riebeckita € riebeckita € NCFS000 € riəβəkˈitə
riell € riell € NCMS000 € riˈeʎ
riellenc € riellenc € AQ0MS0 € riəʎˈɛŋ
riellenc € riellenc € NCMS000 € riəʎˈɛŋ
riellenca € riellenc € AQ0FS0 € riəʎˈɛŋkə
riellenca € riellenc € NCFS000 € riəʎˈɛŋkə
riellera € riellera € NCFS000 € riəʎˈeɾə
rielleres € riellera € NCFP000 € riəʎˈeɾəs
Riells € Riells € NPCNSP0 € riˈeʎs
riells € riell € NCMP000 € riˈeʎs
riem € riure € VMIP1P00 € riˈɛm
Riemann € Riemann € NPCNSP0 € riəmˈann
rient € rient € AQ0CS0 € riˈen
rient € riure € VMG00000 € riˈen
rients € rient € AQ0CP0 € riˈens
Riera € Riera € NPCNSP0 € riˈeɾə
riera € riera € NCFS000 € riˈeɾə
Rierada € Rierada € NPFSG00 € riəɾˈaðə
rierada € rierada € NCFS000 € riəɾˈaðə
Rieradedalt € Rieradedalt € NPCNSP0 € riəɾəðəðˈal
rierades € rierada € NCFP000 € riəɾˈaðəs
Rieradevall € Rieradevall € NPCNSP0 € riəɾəðəβˈaʎ
rieral € rieral € NCMS000 € riəɾˈal
rierals € rieral € NCMP000 € riəɾˈals
Rieralta € Rieralta € NPCNSP0 € riəɾˈaltə
rierany € rierany € NCMS000 € riəɾˈaɲ
rieranys € rierany € NCMP000 € riəɾˈaɲʃ
rierenc € rierenc € AQ0MS0 € riəɾˈɛŋ
rierenca € rierenc € AQ0FS0 € riəɾˈɛŋkə
rierencs € rierenc € AQ0MP0 € riəɾˈɛŋs
rierenques € rierenc € AQ0FP0 € riəɾˈɛŋkəs
rieres € riera € NCFP000 € riˈeɾəs
rieró € rieró € NCMS000 € riəɾˈo
rierol € rierol € NCMS000 € riəɾˈɔl
rierols € rierol € NCMP000 € riəɾˈɔls
rierons € rieró € NCMP000 € riəɾˈons
ries € ria € NCFP000 € rˈiəs
Riesa € Riesa € NPCSG00 € riˈɛzə
riesling € riesling € NCMS000 € riəzlˈiŋ
Rieti € Rieti € NPCSG00 € riˈɛti
rieu € riure € VMIP2P00 € riˈɛw
rieu € riure € VMM02P00 € riˈɛw
Rif € Rif € NPMSG00 € rˈif
rifa € rifa € NCFS000 € rˈifə
rifa € rifar € VMIP3S00 € rˈifə
rifa € rifar € VMM02S00 € rˈifə
rifà € rifar € VMIS3S00 € rifˈa
rifada € rifada € NCFS000 € rifˈaðə
rifada € rifar € VMP00SF0 € rifˈaðə
rifades € rifada € NCFP000 € rifˈaðəs
rifades € rifar € VMP00PF0 € rifˈaðəs
rifaire € rifaire € AQ0CS0 € rifˈajɾə
rifaire € rifaire € NCCS000 € rifˈajɾə
rifaires € rifaire € AQ0CP0 € rifˈajɾəs
rifaires € rifaire € NCCP000 € rifˈajɾəs
rifamicina € rifamicina € NCFS000 € rifəmisˈinə
rifampicina € rifampicina € NCFS000 € rifəmpisˈinə
rifampina € rifampina € NCFS000 € rifəmpˈinə
rifant € rifar € VMG00000 € rifˈan
rifar € rifar € VMN00000 € rifˈa
rifarà € rifar € VMIF3S00 € rifəɾˈa
rifaran € rifar € VMIF3P00 € rifəɾˈan
rifaràs € rifar € VMIF2S00 € rifəɾˈas
rifaré € rifar € VMIF1S00 € rifəɾˈe
rifarem € rifar € VMIF1P00 € rifəɾˈɛm
rifàrem € rifar € VMIS1P00 € rifˈaɾəm
rifaren € rifar € VMIS3P00 € rifˈaɾən
rifares € rifar € VMIS2S00 € rifˈaɾəs
rifareu € rifar € VMIF2P00 € rifəɾˈɛw
rifàreu € rifar € VMIS2P00 € rifˈaɾəw
rifaria € rifar € VMCC1S00 € rifəɾˈiə
rifaríem € rifar € VMCC1P00 € rifəɾˈiəm
rifarien € rifar € VMCC3P00 € rifəɾˈiən
rifaries € rifar € VMCC2S00 € rifəɾˈiəs
rifaríeu € rifar € VMCC2P00 € rifəɾˈiəw
rifat € rifar € VMP00SM0 € rifˈat
rifats € rifar € VMP00PM0 € rifˈats
rifava € rifar € VMII1S00 € rifˈaβə
rifàvem € rifar € VMII1P00 € rifˈaβəm
rifaven € rifar € VMII3P00 € rifˈaβən
rifaves € rifar € VMII2S00 € rifˈaβəs
rifàveu € rifar € VMII2P00 € rifˈaβəw
rifaximina € rifaximina € NCFS000 € rifəksimˈinə
Rifé € Rifé € NPCNSP0 € rifˈe
rifem € rifar € VMIP1P00 € rifˈɛm
rifem € rifar € VMM01P00 € rifˈɛm
rifem € rifar € VMSP1P00 € rifˈɛm
rifen € rifar € VMIP3P00 € rˈifən
rifeny € rifeny € AQ0MS0 € rifˈɛɲ
rifeny € rifeny € NCMS000 € rifˈɛɲ
rifenya € rifeny € AQ0FS0 € rifˈɛɲə
rifenya € rifeny € NCFS000 € rifˈɛɲə
rifenyes € rifeny € AQ0FP0 € rifˈɛɲəs
rifenyes € rifeny € NCFP000 € rifˈɛɲəs
rifenys € rifeny € AQ0MP0 € rifˈɛɲʃ
rifenys € rifeny € NCMP000 € rifˈɛɲʃ
rifes € rifa € NCFP000 € rˈifəs
rifes € rifar € VMIP2S00 € rˈifəs
rifés € rifar € VMSI1S01 € rifˈes
riféssim € rifar € VMSI1P02 € rifˈesim
rifessin € rifar € VMSI3P02 € rifˈesin
rifessis € rifar € VMSI2S02 € rifˈesis
riféssiu € rifar € VMSI2P02 € rifˈesiw
rifeu € rifar € VMIP2P00 € rifˈɛw
rifeu € rifar € VMM02P0X € rifˈɛw
rifeu € rifar € VMSP2P00 € rifˈɛw
rifi € rifar € VMM03S0Y € rˈifi
rifi € rifar € VMSP1S0Y € rˈifi
rifí € rifar € VMIS1S00 € rifˈi
rifin € rifar € VMM03P0Y € rˈifin
rifin € rifar € VMSP3P0Y € rˈifin
rifis € rifar € VMSP2S0Y € rˈifis
rifle € rifle € NCMS000 € rˈiflə
rifles € rifle € NCMP000 € rˈifləs
rifo € rifar € VMIP1S0C € rˈifu
rift € rift € NCMS000 € rˈift
Riga € Riga € NPCSG00 € rˈiɣə
Rigard € Rigard € NPCNSP0 € riɣˈart
Rigardà € Rigardà € NPCSG00 € riɣərðˈa
Rigaud € Rigaud € NPCNSP0 € riɣˈawt
rígid € rígid € AQ0MS0 € rˈiʒit
rígida € rígid € AQ0FS0 € rˈiʒiðə
rígidament € rígidament € ZRG € rˈiʒiðəmˈen
rígides € rígid € AQ0FP0 € rˈiʒiðəs
rigidesa € rigidesa € NCFS000 € riʒiðˈɛzə
rigideses € rigidesa € NCFP000 € riʒiðˈɛzəs
rigiditat € rigiditat € NCFS000 € riʒiðitˈat
rigiditats € rigiditat € NCFP000 € riʒiðitˈats
rígids € rígid € AQ0MP0 € rˈiʒits
rigodon € rigodon € NCMS000 € riɣuðˈon
rigodons € rigodon € NCMP000 € riɣuðˈons
rigodons € rigodons € NCMP000 € riɣuðˈons
Rigolisa € Rigolisa € NPCSG00 € riɣulˈizə
rigor € rigor € NCCS000 € riɣˈor
rigorisme € rigorisme € NCMS000 € riɣuɾˈizmə
rigorismes € rigorisme € NCMP000 € riɣuɾˈizməs
rigorista € rigorista € AQ0CS0 € riɣuɾˈistə
rigorista € rigorista € NCCS000 € riɣuɾˈistə
rigoristes € rigorista € AQ0CP0 € riɣuɾˈistəs
rigoristes € rigorista € NCCP000 € riɣuɾˈistəs
rigorós € rigorós € AQ0MS0 € riɣuɾˈos
rigorosa € rigorós € AQ0FS0 € riɣuɾˈozə
rigorosament € rigorosament € ZRG € riɣuɾˈozəmˈen
rigoroses € rigorós € AQ0FP0 € riɣuɾˈozəs
rigorosos € rigorós € AQ0MP0 € riɣuɾˈozus
rigors € rigor € NCCP000 € riɣˈors
riguda € riure € VMP00SF0 € riɣˈuðə
rigudes € riure € VMP00PF0 € riɣˈuðəs
rigué € riure € VMIS3S00 € riɣˈe
riguem € riure € VMM01P00 € riɣˈɛm
riguem € riure € VMSP1P00 € riɣˈɛm
riguérem € riure € VMIS1P00 € riɣˈeɾəm
rigueren € riure € VMIS3P00 € riɣˈɛɾən
rigueres € riure € VMIS2S00 € riɣˈeɾəs
riguéreu € riure € VMIS2P00 € riɣˈeɾəw
rigués € riure € VMSI1S01 € riɣˈes
riguéssim € riure € VMSI1P02 € riɣˈesim
riguessin € riure € VMSI3P02 € riɣˈesin
riguessis € riure € VMSI2S02 € riɣˈesis
riguéssiu € riure € VMSI2P02 € riɣˈesiw
rigueu € riure € VMSP2P00 € riɣˈɛw
rigui € riure € VMM03S0Y € rˈiɣi
rigui € riure € VMSP1S0Y € rˈiɣi
riguí € riure € VMIS1S00 € riɣˈi
riguin € riure € VMM03P0Y € rˈiɣin
riguin € riure € VMSP3P0Y € rˈiɣin
riguis € riure € VMSP2S0Y € rˈiɣis
rigut € riure € VMP00SM0 € riɣˈut
riguts € riure € VMP00PM0 € riɣˈuts
Rijeka € Rijeka € NPCSG00 € riʒˈekə
Rijkaard € Rijkaard € NPCNSP0 € riʒkəˈart
Rijswijk € Rijswijk € NPCSG00 € riʒsbˈiʒk
Rila € Rila € NPCSG00 € rˈilə
Rilke € Rilke € NPCNSP0 € rˈilkə
Rillieux-la-Pape € Rillieux-la-Pape € NPCSG00 € riʎiˈɛwksləpˈapə
rim € rim € NCMS000 € rˈim
rima € rima € NCFS000 € rˈimə
rima € rimar € VMIP3S00 € rˈimə
rima € rimar € VMM02S00 € rˈimə
rimà € rimar € VMIS3S00 € rimˈa
rimada € rimar € VMP00SF0 € rimˈaðə
rimades € rimar € VMP00PF0 € rimˈaðəs
rimaia € rimaia € NCFS000 € rimˈajə
rimaies € rimaia € NCFP000 € rimˈajəs
rimaire € rimaire € NCCS000 € rimˈajɾə
rimaires € rimaire € NCCP000 € rimˈajɾəs
rimant € rimar € VMG00000 € rimˈan
rimar € rimar € VMN00000 € rimˈa
rimarà € rimar € VMIF3S00 € riməɾˈa
rimaran € rimar € VMIF3P00 € riməɾˈan
rimaràs € rimar € VMIF2S00 € riməɾˈas
rimaré € rimar € VMIF1S00 € riməɾˈe
rimarem € rimar € VMIF1P00 € riməɾˈɛm
rimàrem € rimar € VMIS1P00 € rimˈaɾəm
rimaren € rimar € VMIS3P00 € rimˈaɾən
rimares € rimar € VMIS2S00 € rimˈaɾəs
rimareu € rimar € VMIF2P00 € riməɾˈɛw
rimàreu € rimar € VMIS2P00 € rimˈaɾəw
rimaria € rimar € VMCC1S00 € riməɾˈiə
rimaríem € rimar € VMCC1P00 € riməɾˈiəm
rimarien € rimar € VMCC3P00 € riməɾˈiən
rimaries € rimar € VMCC2S00 € riməɾˈiəs
rimaríeu € rimar € VMCC2P00 € riməɾˈiəw
rimat € rimar € VMP00SM0 € rimˈat
rimats € rimar € VMP00PM0 € rimˈats
rimava € rimar € VMII1S00 € rimˈaβə
rimàvem € rimar € VMII1P00 € rimˈaβəm
rimaven € rimar € VMII3P00 € rimˈaβən
rimaves € rimar € VMII2S00 € rimˈaβəs
rimàveu € rimar € VMII2P00 € rimˈaβəw
Rimbaud € Rimbaud € NPCNSP0 € rimbˈawt
rímel € rímel € NCMS000 € rˈiməl
rímels € rímel € NCMP000 € rˈiməls
rimem € rimar € VMIP1P00 € rimˈɛm
rimem € rimar € VMM01P00 € rimˈɛm
rimem € rimar € VMSP1P00 € rimˈɛm
rimen € rimar € VMIP3P00 € rˈimən
rimer € rimer € NCMS000 € rimˈe
rimers € rimer € NCMP000 € rimˈes
rimes € rima € NCFP000 € rˈiməs
rimes € rimar € VMIP2S00 € rˈiməs
rimés € rimar € VMSI1S01 € rimˈes
riméssim € rimar € VMSI1P02 € rimˈesim
rimessin € rimar € VMSI3P02 € rimˈesin
rimessis € rimar € VMSI2S02 € rimˈesis
riméssiu € rimar € VMSI2P02 € rimˈesiw
rimeu € rimar € VMIP2P00 € rimˈɛw
rimeu € rimar € VMM02P0X € rimˈɛw
rimeu € rimar € VMSP2P00 € rimˈɛw
rimi € rimar € VMM03S0Y € rˈimi
rimi € rimar € VMSP1S0Y € rˈimi
rimí € rimar € VMIS1S00 € rimˈi
rimin € rimar € VMM03P0Y € rˈimin
rimin € rimar € VMSP3P0Y € rˈimin
Rímini € Rímini € NPCSG00 € rˈimini
rimis € rimar € VMSP2S0Y € rˈimis
rimo € rimar € VMIP1S0C € rˈimu
rims € rim € NCMP000 € rˈims
Rimski-Kórsakov € Rimski-Kórsakov € NPCNSP0 € rˈimskikˈorsəkup
Rin € Rin € NPCSG00 € rˈin
rincocèfal € rincocèfal € NCMS000 € riŋkusˈɛfəl
rincocèfals € rincocèfal € NCMP000 € riŋkusˈɛfəls
Rincón € Rincón € NPCSG00 € riŋkˈon
rinconel·la € rinconel·la € NCFS000 € riŋkunˈɛllə
rinconel·les € rinconel·la € NCFP000 € riŋkunˈɛlləs
rinconèl·lid € rinconèl·lid € NCMS000 € riŋkunˈɛllit
rinconèl·lids € rinconèl·lid € NCMP000 € riŋkunˈɛllits
rincòpid € rincòpid € NCMS000 € riŋkˈɔpit
Riner € Riner € NPCSG00 € rinˈe
ring € ring € NCMS000 € rˈiŋ
Ringer € Ringer € NPCNSP0 € rinʒˈe
ringgit € ringgit € NCMS000 € riŋɡʒˈit
ringravi € ringravi € NCMS000 € riŋɡɾˈaβi
ringraviat € ringraviat € NCMS000 € riŋɡɾəβiˈat
rings € ring € NCMP000 € rˈiŋs
riniofití € riniofití € NCMS000 € riniufitˈi
riniofitins € riniofití € NCMP000 € riniufitˈins
rinitis € rinitis € NCFN000 € rinˈitis
rinobàtid € rinobàtid € NCMS000 € rinuβˈatit
rinobàtids € rinobàtid € NCMP000 € rinuβˈatits
rinoceront € rinoceront € NCMS000 € rinusəɾˈon
rinoceronts € rinoceront € NCMP000 € rinusəɾˈons
rinoceròtid € rinoceròtid € NCMS000 € rinusəɾˈɔtit
rinoceròtids € rinoceròtid € NCMP000 € rinusəɾˈɔtits
rinocríptid € rinocríptid € NCMS000 € rinukɾˈiptit
rinocríptids € rinocríptid € NCMP000 € rinukɾˈiptits
rinofaringe € rinofaringe € NCFS000 € rinufəɾˈinʒə
rinofaringes € rinofaringe € NCFP000 € rinufəɾˈinʒəs
rinofima € rinofima € NCMS000 € rinufˈimə
rinohidrorrea € rinohidrorrea € NCFS000 € rinuiðɾurˈeə
rinolàlia € rinolàlia € NCFS000 € rinulˈaliə
rinolàlies € rinolàlia € NCFP000 € rinulˈaliəs
rinolòfid € rinolòfid € NCMS000 € rinulˈɔfit
rinolòfids € rinolòfid € NCMP000 € rinulˈɔfits
rinologia € rinologia € NCFS000 € rinuluʒˈiə
rinologies € rinologia € NCFP000 € rinuluʒˈiəs
rinopitec € rinopitec € NCMS000 € rinupitˈɛk
rinoplàstia € rinoplàstia € NCFS000 € rinuplˈastiə
rinoplàsties € rinoplàstia € NCFP000 € rinuplˈastiəs
rinoquètid € rinoquètid € NCMS000 € rinukˈɛtit
rinoquètids € rinoquètid € NCMP000 € rinukˈɛtits
rinorrea € rinorrea € NCFS000 € rinurˈɛə
rinovirus € rinovirus € NCMN000 € rinuβˈiɾus
rinxol € rinxol € NCMS000 € rinʃˈɔl
rínxol € rínxol € NCMS000 € rˈinʃul
rinxola € rinxolar € VMIP3S00 € rinʃˈɔlə
rinxola € rinxolar € VMM02S00 € rinʃˈɔlə
rinxolà € rinxolar € VMIS3S00 € rinʃulˈa
rinxolada € rinxolar € VMP00SF0 € rinʃulˈaðə
rinxolades € rinxolar € VMP00PF0 € rinʃulˈaðəs
rinxolant € rinxolar € VMG00000 € rinʃulˈan
rinxolar € rinxolar € VMN00000 € rinʃulˈa
rinxolarà € rinxolar € VMIF3S00 € rinʃuləɾˈa
rinxolaran € rinxolar € VMIF3P00 € rinʃuləɾˈan
rinxolaràs € rinxolar € VMIF2S00 € rinʃuləɾˈas
rinxolaré € rinxolar € VMIF1S00 € rinʃuləɾˈe
rinxolarem € rinxolar € VMIF1P00 € rinʃuləɾˈɛm
rinxolàrem € rinxolar € VMIS1P00 € rinʃulˈaɾəm
rinxolaren € rinxolar € VMIS3P00 € rinʃulˈaɾən
rinxolares € rinxolar € VMIS2S00 € rinʃulˈaɾəs
rinxolareu € rinxolar € VMIF2P00 € rinʃuləɾˈɛw
rinxolàreu € rinxolar € VMIS2P00 € rinʃulˈaɾəw
rinxolaria € rinxolar € VMCC1S00 € rinʃuləɾˈiə
rinxolaríem € rinxolar € VMCC1P00 € rinʃuləɾˈiəm
rinxolarien € rinxolar € VMCC3P00 € rinʃuləɾˈiən
rinxolaries € rinxolar € VMCC2S00 € rinʃuləɾˈiəs
rinxolaríeu € rinxolar € VMCC2P00 € rinʃuləɾˈiəw
rinxolat € rinxolar € VMP00SM0 € rinʃulˈat
rinxolats € rinxolar € VMP00PM0 € rinʃulˈats
rinxolava € rinxolar € VMII1S00 € rinʃulˈaβə
rinxolàvem € rinxolar € VMII1P00 € rinʃulˈaβəm
rinxolaven € rinxolar € VMII3P00 € rinʃulˈaβən
rinxolaves € rinxolar € VMII2S00 € rinʃulˈaβəs
rinxolàveu € rinxolar € VMII2P00 € rinʃulˈaβəw
rinxolem € rinxolar € VMIP1P00 € rinʃulˈɛm
rinxolem € rinxolar € VMM01P00 € rinʃulˈɛm
rinxolem € rinxolar € VMSP1P00 € rinʃulˈɛm
rinxolen € rinxolar € VMIP3P00 € rinʃˈɔlən
rinxoles € rinxolar € VMIP2S00 € rinʃˈɔləs
rinxolés € rinxolar € VMSI1S01 € rinʃulˈes
rinxoléssim € rinxolar € VMSI1P02 € rinʃulˈesim
rinxolessin € rinxolar € VMSI3P02 € rinʃulˈesin
rinxolessis € rinxolar € VMSI2S02 € rinʃulˈesis
rinxoléssiu € rinxolar € VMSI2P02 € rinʃulˈesiw
rinxoleu € rinxolar € VMIP2P00 € rinʃulˈɛw
rinxoleu € rinxolar € VMM02P0X € rinʃulˈɛw
rinxoleu € rinxolar € VMSP2P00 € rinʃulˈɛw
rinxoli € rinxolar € VMM03S0Y € rinʃˈɔli
rinxoli € rinxolar € VMSP1S0Y € rinʃˈɔli
rinxolí € rinxolar € VMIS1S00 € rinʃulˈi
rinxolin € rinxolar € VMM03P0Y € rinʃˈɔlin
rinxolin € rinxolar € VMSP3P0Y € rinʃˈɔlin
rinxolis € rinxolar € VMSP2S0Y € rinʃˈɔlis
rinxolo € rinxolar € VMIP1S0C € rinʃˈɔlu
rinxols € rinxol € NCMP000 € rinʃˈɔls
rínxols € rínxol € NCMP000 € rˈinʃuls
Riodeva € Riodeva € NPCSG00 € riuðˈeβə
Rioja € Rioja € NPFSG00 € riˈoχə
riojà € riojà € AQ0MS0 € riuʒˈa
riojana € riojà € AQ0FS0 € riuʒˈanə
riojanes € riojà € AQ0FP0 € riuʒˈanəs
riojans € riojà € AQ0MP0 € riuʒˈans
Riola € Riola € NPFSG00 € riˈɔlə
riola € riola € NCFS000 € riˈɔlə
riolenc € riolenc € AQ0MS0 € riulˈɛŋ
rioler € rioler € AQ0MS0 € riulˈe
riolera € rioler € AQ0FS0 € riulˈeɾə
riolera € riolera € NCFS000 € riulˈeɾə
rioleres € rioler € AQ0FP0 € riulˈeɾəs
rioleres € riolera € NCFP000 € riulˈeɾəs
riolers € rioler € AQ0MP0 € riulˈes
riolita € riolita € NCFS000 € riulˈitə
riolites € riolita € NCFP000 € riulˈitəs
Riols € Riols € NPCNSP0 € riˈɔls
Riom € Riom € NPCSG00 € riˈɔm
Rioni € Rioni € NPCSG00 € riˈɔni
riosta € riosta € NCFS000 € riˈɔstə
riostes € riosta € NCFP000 € riˈɔstəs
riota € riota € NCFS000 € riˈɔtə
riotes € riota € NCFP000 € riˈɔtəs
ripari € ripari € AQ0MS0 € ripˈaɾi
ripària € ripari € AQ0FS0 € ripˈaɾiə
ripàries € ripari € AQ0FP0 € ripˈaɾiəs
riparis € ripari € AQ0MP0 € ripˈaɾis
ripícola € ripícola € AQ0CS0 € ripˈikulə
ripícoles € ripícola € AQ0CP0 € ripˈikuləs
ripidi € ripidi € NCMS000 € ripˈiði
Ripoll € Ripoll € NPCNSP0 € ripˈoʎ
ripoll € ripoll € NCMS000 € ripˈoʎ
Ripollès € Ripollès € NPCNSP0 € ripuʎˈɛs
ripollès € ripollès € AQ0MS0 € ripuʎˈɛs
ripollès € ripollès € NCMS000 € ripuʎˈɛs
ripollés € ripollès € AQ0MS0 € ripuʎˈes
ripollés € ripollès € NCMS000 € ripuʎˈes
ripollesa € ripollès € AQ0FS0 € ripuʎˈɛzə
ripollesa € ripollès € NCFS000 € ripuʎˈɛzə
ripolleses € ripollès € AQ0FP0 € ripuʎˈɛzəs
