amniotitis € amniotitis € NCFN000 € əmniutˈitis
amnistiem € amnistiar € VMM01P00 € əmnistiˈɛm
amnistiem € amnistiar € VMSP1P00 € əmnistiˈɛm
amnistien € amnistiar € VMIP3P00 € əmnistˈiən
amnisties € amnistia € NCFP000 € əmnistˈiəs
amnisties € amnistiar € VMIP2S00 € əmnistˈiəs
amnistiés € amnistiar € VMSI1S01 € əmnistiˈes
amnistiéssim € amnistiar € VMSI1P02 € əmnistiˈesim
amnistiessin € amnistiar € VMSI3P02 € əmnistiˈesin
amnistiessis € amnistiar € VMSI2S02 € əmnistiˈesis
amnistiéssiu € amnistiar € VMSI2P02 € əmnistiˈesiw
amnistieu € amnistiar € VMIP2P00 € əmnistiˈɛw
amnistieu € amnistiar € VMM02P0X € əmnistiˈɛw
amnistieu € amnistiar € VMSP2P00 € əmnistiˈɛw
amnistií € amnistiar € VMIS1S00 € əmnistiˈi
amnistiï € amnistiar € VMM03S0Y € əmnistˈii
amnistiï € amnistiar € VMSP1S0Y € əmnistˈii
amnistiïn € amnistiar € VMM03P0Y € əmnistˈiin
amnistiïn € amnistiar € VMSP3P0Y € əmnistˈiin
amnistiïs € amnistiar € VMSP2S0Y € əmnistˈiis
amnistio € amnistiar € VMIP1S0C € əmnistˈiu
amo € amar € VMIP1S0C € ˈamu
amo € amo € NCMS000 € ˈamu
amodiaquina € amodiaquina € NCFS000 € əmuðiəkˈinə
amoïna € amoïnar € VMIP3S00 € əmuˈinə
amoïna € amoïnar € VMM02S00 € əmuˈinə
amoïnà € amoïnar € VMIS3S00 € əmuinˈa
amoïnada € amoïnar € VMP00SF0 € əmuinˈaðə
amoïnades € amoïnar € VMP00PF0 € əmuinˈaðəs
amoïnadís € amoïnadís € AQ0MS0 € əmuinəðˈis
amoïnadissa € amoïnadís € AQ0FS0 € əmuinəðˈisə
amoïnadisses € amoïnadís € AQ0FP0 € əmuinəðˈisəs
amoïnadissos € amoïnadís € AQ0MP0 € əmuinəðˈisus
amoïnador € amoïnador € AQ0MS0 € əmuinəðˈo
amoïnadora € amoïnador € AQ0FS0 € əmuinəðˈoɾə
amoïnadores € amoïnador € AQ0FP0 € əmuinəðˈoɾəs
amoïnadors € amoïnador € AQ0MP0 € əmuinəðˈos
amoïnament € amoïnament € NCMS000 € əmuinəmˈen
amoïnaments € amoïnament € NCMP000 € əmuinəmˈens
amoïnant € amoïnar € VMG00000 € əmuinˈan
amoïnar € amoïnar € VMN00000 € əmuinˈa
amoïnarà € amoïnar € VMIF3S00 € əmuinəɾˈa
amoïnaran € amoïnar € VMIF3P00 € əmuinəɾˈan
amoïnaràs € amoïnar € VMIF2S00 € əmuinəɾˈas
amoïnaré € amoïnar € VMIF1S00 € əmuinəɾˈe
amoïnarem € amoïnar € VMIF1P00 € əmuinəɾˈɛm
amoïnàrem € amoïnar € VMIS1P00 € əmuinˈaɾəm
amoïnaren € amoïnar € VMIS3P00 € əmuinˈaɾən
amoïnares € amoïnar € VMIS2S00 € əmuinˈaɾəs
amoïnareu € amoïnar € VMIF2P00 € əmuinəɾˈɛw
amoïnàreu € amoïnar € VMIS2P00 € əmuinˈaɾəw
amoïnaria € amoïnar € VMCC1S00 € əmuinəɾˈiə
amoïnaríem € amoïnar € VMCC1P00 € əmuinəɾˈiəm
amoïnarien € amoïnar € VMCC3P00 € əmuinəɾˈiən
amoïnaries € amoïnar € VMCC2S00 € əmuinəɾˈiəs
amoïnaríeu € amoïnar € VMCC2P00 € əmuinəɾˈiəw
amoïnat € amoïnar € VMP00SM0 € əmuinˈat
amoïnats € amoïnar € VMP00PM0 € əmuinˈats
amoïnava € amoïnar € VMII1S00 € əmuinˈaβə
amoïnàvem € amoïnar € VMII1P00 € əmuinˈaβəm
amoïnaven € amoïnar € VMII3P00 € əmuinˈaβən
amoïnaves € amoïnar € VMII2S00 € əmuinˈaβəs
amoïnàveu € amoïnar € VMII2P00 € əmuinˈaβəw
amoïnem € amoïnar € VMIP1P00 € əmuinˈɛm
amoïnem € amoïnar € VMM01P00 € əmuinˈɛm
amoïnem € amoïnar € VMSP1P00 € əmuinˈɛm
amoïnen € amoïnar € VMIP3P00 € əmuˈinən
amoïnes € amoïnar € VMIP2S00 € əmuˈinəs
amoïnés € amoïnar € VMSI1S01 € əmuinˈes
amoïnéssim € amoïnar € VMSI1P02 € əmuinˈesim
amoïnessin € amoïnar € VMSI3P02 € əmuinˈesin
amoïnessis € amoïnar € VMSI2S02 € əmuinˈesis
amoïnéssiu € amoïnar € VMSI2P02 € əmuinˈesiw
amoïneu € amoïnar € VMIP2P00 € əmuinˈɛw
amoïneu € amoïnar € VMM02P0X € əmuinˈɛw
amoïneu € amoïnar € VMSP2P00 € əmuinˈɛw
amoïni € amoïnar € VMM03S0Y € əmuˈini
amoïni € amoïnar € VMSP1S0Y € əmuˈini
amoïní € amoïnar € VMIS1S00 € əmuinˈi
amoïnin € amoïnar € VMM03P0Y € əmuˈinin
amoïnin € amoïnar € VMSP3P0Y € əmuˈinin
amoïnis € amoïnar € VMSP2S0Y € əmuˈinis
amoïno € amoïnar € VMIP1S0C € əmuˈinu
amoïnós € amoïnós € AQ0MS0 € əmuinˈos
amoïnosa € amoïnós € AQ0FS0 € əmuinˈozə
amoïnoses € amoïnós € AQ0FP0 € əmuinˈozəs
amoïnosos € amoïnós € AQ0MP0 € əmuinˈozus
amoixa € amoixar € VMIP3S00 € əmˈɔʃə
amoixa € amoixar € VMM02S00 € əmˈɔʃə
amoixà € amoixar € VMIS3S00 € əmuʃˈa
amoixada € amoixar € VMP00SF0 € əmuʃˈaðə
amoixades € amoixar € VMP00PF0 € əmuʃˈaðəs
amoixador € amoixador € AQ0MS0 € əmuʃəðˈo
amoixadora € amoixador € AQ0FS0 € əmuʃəðˈoɾə
amoixadorament € amoixadorament € ZRG € əmuʃəðˈoɾəmˈen
amoixadores € amoixador € AQ0FP0 € əmuʃəðˈoɾəs
amoixadors € amoixador € AQ0MP0 € əmuʃəðˈos
amoixament € amoixament € NCMS000 € əmuʃəmˈen
amoixaments € amoixament € NCMP000 € əmuʃəmˈens
amoixant € amoixar € VMG00000 € əmuʃˈan
amoixar € amoixar € VMN00000 € əmuʃˈa
amoixarà € amoixar € VMIF3S00 € əmuʃəɾˈa
amoixaran € amoixar € VMIF3P00 € əmuʃəɾˈan
amoixaràs € amoixar € VMIF2S00 € əmuʃəɾˈas
amoixaré € amoixar € VMIF1S00 € əmuʃəɾˈe
amoixarem € amoixar € VMIF1P00 € əmuʃəɾˈɛm
amoixàrem € amoixar € VMIS1P00 € əmuʃˈaɾəm
amoixaren € amoixar € VMIS3P00 € əmuʃˈaɾən
amoixares € amoixar € VMIS2S00 € əmuʃˈaɾəs
amoixareu € amoixar € VMIF2P00 € əmuʃəɾˈɛw
amoixàreu € amoixar € VMIS2P00 € əmuʃˈaɾəw
amoixaria € amoixar € VMCC1S00 € əmuʃəɾˈiə
amoixaríem € amoixar € VMCC1P00 € əmuʃəɾˈiəm
amoixarien € amoixar € VMCC3P00 € əmuʃəɾˈiən
amoixaries € amoixar € VMCC2S00 € əmuʃəɾˈiəs
amoixaríeu € amoixar € VMCC2P00 € əmuʃəɾˈiəw
amoixat € amoixar € VMP00SM0 € əmuʃˈat
amoixats € amoixar € VMP00PM0 € əmuʃˈats
amoixava € amoixar € VMII1S00 € əmuʃˈaβə
amoixàvem € amoixar € VMII1P00 € əmuʃˈaβəm
amoixaven € amoixar € VMII3P00 € əmuʃˈaβən
amoixaves € amoixar € VMII2S00 € əmuʃˈaβəs
amoixàveu € amoixar € VMII2P00 € əmuʃˈaβəw
amoixeix € amoixir € VMIP3S00 € əmuʃˈɛʃ
amoixeix € amoixir € VMM02S00 € əmuʃˈɛʃ
amoixeixen € amoixir € VMIP3P00 € əmuʃˈɛʃən
amoixeixes € amoixir € VMIP2S00 € əmuʃˈɛʃəs
amoixeixi € amoixir € VMM03S0Y € əmuʃˈɛʃi
amoixeixi € amoixir € VMSP1S0Y € əmuʃˈɛʃi
amoixeixin € amoixir € VMM03P0Y € əmuʃˈɛʃin
amoixeixin € amoixir € VMSP3P0Y € əmuʃˈɛʃin
amoixeixis € amoixir € VMSP2S0Y € əmuʃˈɛʃis
amoixeixo € amoixir € VMIP1S0C € əmuʃˈɛʃu
amoixem € amoixar € VMIP1P00 € əmuʃˈɛm
amoixem € amoixar € VMM01P00 € əmuʃˈɛm
amoixem € amoixar € VMSP1P00 € əmuʃˈɛm
amoixen € amoixar € VMIP3P00 € əmˈɔʃən
amoixes € amoixar € VMIP2S00 € əmˈɔʃəs
amoixés € amoixar € VMSI1S01 € əmuʃˈes
amoixéssim € amoixar € VMSI1P02 € əmuʃˈesim
amoixessin € amoixar € VMSI3P02 € əmuʃˈesin
amoixessis € amoixar € VMSI2S02 € əmuʃˈesis
amoixéssiu € amoixar € VMSI2P02 € əmuʃˈesiw
amoixeu € amoixar € VMIP2P00 € əmuʃˈɛw
amoixeu € amoixar € VMM02P0X € əmuʃˈɛw
amoixeu € amoixar € VMSP2P00 € əmuʃˈɛw
amoixi € amoixar € VMM03S0Y € əmˈɔʃi
amoixi € amoixar € VMSP1S0Y € əmˈɔʃi
amoixí € amoixar € VMIS1S00 € əmuʃˈi
amoixí € amoixir € VMIS1S00 € əmuʃˈi
amoixia € amoixir € VMII1S00 € əmuʃˈiə
amoixida € amoixir € VMP00SF0 € əmuʃˈiðə
amoixides € amoixir € VMP00PF0 € əmuʃˈiðəs
amoixíem € amoixir € VMII1P00 € əmuʃˈiəm
amoixien € amoixir € VMII3P00 € əmuʃˈiən
amoixies € amoixir € VMII2S00 € əmuʃˈiəs
amoixíeu € amoixir € VMII2P00 € əmuʃˈiəw
amoixim € amoixir € VMIP1P00 € əmuʃˈim
amoixim € amoixir € VMM01P00 € əmuʃˈim
amoixim € amoixir € VMSP1P00 € əmuʃˈim
amoixin € amoixar € VMM03P0Y € əmˈɔʃin
amoixin € amoixar € VMSP3P0Y € əmˈɔʃin
amoixint € amoixir € VMG00000 € əmuʃˈin
amoixir € amoixir € VMN00000 € əmuʃˈi
amoixirà € amoixir € VMIF3S00 € əmuʃiɾˈa
amoixiran € amoixir € VMIF3P00 € əmuʃiɾˈan
amoixiràs € amoixir € VMIF2S00 € əmuʃiɾˈas
amoixiré € amoixir € VMIF1S00 € əmuʃiɾˈe
amoixirem € amoixir € VMIF1P00 € əmuʃiɾˈɛm
amoixírem € amoixir € VMIS1P00 € əmuʃˈiɾəm
amoixiren € amoixir € VMIS3P00 € əmuʃˈiɾən
amoixires € amoixir € VMIS2S00 € əmuʃˈiɾəs
amoixireu € amoixir € VMIF2P00 € əmuʃiɾˈɛw
amoixíreu € amoixir € VMIS2P00 € əmuʃˈiɾəw
amoixiria € amoixir € VMCC1S00 € əmuʃiɾˈiə
amoixiríem € amoixir € VMCC1P00 € əmuʃiɾˈiəm
amoixirien € amoixir € VMCC3P00 € əmuʃiɾˈiən
amoixiries € amoixir € VMCC2S00 € əmuʃiɾˈiəs
amoixiríeu € amoixir € VMCC2P00 € əmuʃiɾˈiəw
amoixis € amoixar € VMSP2S0Y € əmˈɔʃis
amoixís € amoixir € VMSI1S01 € əmuʃˈis
amoixíssim € amoixir € VMSI1P02 € əmuʃˈisim
amoixissin € amoixir € VMSI3P02 € əmuʃˈisin
amoixissis € amoixir € VMSI2S02 € əmuʃˈisis
amoixíssiu € amoixir € VMSI2P02 € əmuʃˈisiw
amoixit € amoixir € VMP00SM0 € əmuʃˈit
amoixits € amoixir € VMP00PM0 € əmuʃˈits
amoixiu € amoixir € VMIP2P00 € əmuʃˈiw
amoixiu € amoixir € VMM02P00 € əmuʃˈiw
amoixiu € amoixir € VMSP2P00 € əmuʃˈiw
amoixo € amoixar € VMIP1S0C € əmˈɔʃu
amok € amok € NCMS000 € əmˈok
amola € amolar € VMIP3S00 € əmˈɔlə
amola € amolar € VMM02S00 € əmˈɔlə
amolà € amolar € VMIS3S00 € əmulˈa
amolada € amolar € VMP00SF0 € əmulˈaðə
amolades € amolar € VMP00PF0 € əmulˈaðəs
amolant € amolar € VMG00000 € əmulˈan
amolar € amolar € VMN00000 € əmulˈa
amolarà € amolar € VMIF3S00 € əmuləɾˈa
amolaran € amolar € VMIF3P00 € əmuləɾˈan
amolaràs € amolar € VMIF2S00 € əmuləɾˈas
amolaré € amolar € VMIF1S00 € əmuləɾˈe
amolarem € amolar € VMIF1P00 € əmuləɾˈɛm
amolàrem € amolar € VMIS1P00 € əmulˈaɾəm
amolaren € amolar € VMIS3P00 € əmulˈaɾən
amolares € amolar € VMIS2S00 € əmulˈaɾəs
amolareu € amolar € VMIF2P00 € əmuləɾˈɛw
amolàreu € amolar € VMIS2P00 € əmulˈaɾəw
amolaria € amolar € VMCC1S00 € əmuləɾˈiə
amolaríem € amolar € VMCC1P00 € əmuləɾˈiəm
amolarien € amolar € VMCC3P00 € əmuləɾˈiən
amolaries € amolar € VMCC2S00 € əmuləɾˈiəs
amolaríeu € amolar € VMCC2P00 € əmuləɾˈiəw
amolat € amolar € VMP00SM0 € əmulˈat
amolats € amolar € VMP00PM0 € əmulˈats
amolava € amolar € VMII1S00 € əmulˈaβə
amolàvem € amolar € VMII1P00 € əmulˈaβəm
amolaven € amolar € VMII3P00 € əmulˈaβən
amolaves € amolar € VMII2S00 € əmulˈaβəs
amolàveu € amolar € VMII2P00 € əmulˈaβəw
amolem € amolar € VMIP1P00 € əmulˈɛm
amolem € amolar € VMM01P00 € əmulˈɛm
amolem € amolar € VMSP1P00 € əmulˈɛm
amolen € amolar € VMIP3P00 € əmˈɔlən
amoles € amolar € VMIP2S00 € əmˈɔləs
amolés € amolar € VMSI1S01 € əmulˈes
amoléssim € amolar € VMSI1P02 € əmulˈesim
amolessin € amolar € VMSI3P02 € əmulˈesin
amolessis € amolar € VMSI2S02 € əmulˈesis
amoléssiu € amolar € VMSI2P02 € əmulˈesiw
amoleu € amolar € VMIP2P00 € əmulˈɛw
amoleu € amolar € VMM02P0X € əmulˈɛw
amoleu € amolar € VMSP2P00 € əmulˈɛw
amoli € amolar € VMM03S0Y € əmˈɔli
amoli € amolar € VMSP1S0Y € əmˈɔli
amolí € amolar € VMIS1S00 € əmulˈi
amolin € amolar € VMM03P0Y € əmˈɔlin
amolin € amolar € VMSP3P0Y € əmˈɔlin
amolis € amolar € VMSP2S0Y € əmˈɔlis
amolla € amollar € VMIP3S00 € əmˈɔʎə
amolla € amollar € VMM02S00 € əmˈɔʎə
amollà € amollar € VMIS3S00 € əmuʎˈa
amollada € amollada € NCFS000 € əmuʎˈaðə
amollada € amollar € VMP00SF0 € əmuʎˈaðə
amollades € amollada € NCFP000 € əmuʎˈaðəs
amollades € amollar € VMP00PF0 € əmuʎˈaðəs
amollant € amollar € VMG00000 € əmuʎˈan
amollar € amollar € VMN00000 € əmuʎˈa
amollarà € amollar € VMIF3S00 € əmuʎəɾˈa
amollaran € amollar € VMIF3P00 € əmuʎəɾˈan
amollaràs € amollar € VMIF2S00 € əmuʎəɾˈas
amollaré € amollar € VMIF1S00 € əmuʎəɾˈe
amollarem € amollar € VMIF1P00 € əmuʎəɾˈɛm
amollàrem € amollar € VMIS1P00 € əmuʎˈaɾəm
amollaren € amollar € VMIS3P00 € əmuʎˈaɾən
amollares € amollar € VMIS2S00 € əmuʎˈaɾəs
amollareu € amollar € VMIF2P00 € əmuʎəɾˈɛw
amollàreu € amollar € VMIS2P00 € əmuʎˈaɾəw
amollaria € amollar € VMCC1S00 € əmuʎəɾˈiə
amollaríem € amollar € VMCC1P00 € əmuʎəɾˈiəm
amollarien € amollar € VMCC3P00 € əmuʎəɾˈiən
amollaries € amollar € VMCC2S00 € əmuʎəɾˈiəs
amollaríeu € amollar € VMCC2P00 € əmuʎəɾˈiəw
amollat € amollar € VMP00SM0 € əmuʎˈat
amollats € amollar € VMP00PM0 € əmuʎˈats
amollava € amollar € VMII1S00 € əmuʎˈaβə
amollàvem € amollar € VMII1P00 € əmuʎˈaβəm
amollaven € amollar € VMII3P00 € əmuʎˈaβən
amollaves € amollar € VMII2S00 € əmuʎˈaβəs
amollàveu € amollar € VMII2P00 € əmuʎˈaβəw
amollega € amollegar € VMIP3S00 € əmuʎˈɛɣə
amollega € amollegar € VMM02S00 € əmuʎˈɛɣə
amollegà € amollegar € VMIS3S00 € əmuʎəɣˈa
amollegada € amollegar € VMP00SF0 € əmuʎəɣˈaðə
amollegades € amollegar € VMP00PF0 € əmuʎəɣˈaðəs
amollegament € amollegament € NCMS000 € əmuʎəɣəmˈen
amollegaments € amollegament € NCMP000 € əmuʎəɣəmˈens
amollegant € amollegar € VMG00000 € əmuʎəɣˈan
amollegar € amollegar € VMN00000 € əmuʎəɣˈa
amollegarà € amollegar € VMIF3S00 € əmuʎəɣəɾˈa
amollegaran € amollegar € VMIF3P00 € əmuʎəɣəɾˈan
amollegaràs € amollegar € VMIF2S00 € əmuʎəɣəɾˈas
amollegaré € amollegar € VMIF1S00 € əmuʎəɣəɾˈe
amollegarem € amollegar € VMIF1P00 € əmuʎəɣəɾˈɛm
amollegàrem € amollegar € VMIS1P00 € əmuʎəɣˈaɾəm
amollegaren € amollegar € VMIS3P00 € əmuʎəɣˈaɾən
amollegares € amollegar € VMIS2S00 € əmuʎəɣˈaɾəs
amollegareu € amollegar € VMIF2P00 € əmuʎəɣəɾˈɛw
amollegàreu € amollegar € VMIS2P00 € əmuʎəɣˈaɾəw
amollegaria € amollegar € VMCC1S00 € əmuʎəɣəɾˈiə
amollegaríem € amollegar € VMCC1P00 € əmuʎəɣəɾˈiəm
amollegarien € amollegar € VMCC3P00 € əmuʎəɣəɾˈiən
amollegaries € amollegar € VMCC2S00 € əmuʎəɣəɾˈiəs
amollegaríeu € amollegar € VMCC2P00 € əmuʎəɣəɾˈiəw
amollegat € amollegar € VMP00SM0 € əmuʎəɣˈat
amollegats € amollegar € VMP00PM0 € əmuʎəɣˈats
amollegava € amollegar € VMII1S00 € əmuʎəɣˈaβə
amollegàvem € amollegar € VMII1P00 € əmuʎəɣˈaβəm
amollegaven € amollegar € VMII3P00 € əmuʎəɣˈaβən
amollegaves € amollegar € VMII2S00 € əmuʎəɣˈaβəs
amollegàveu € amollegar € VMII2P00 € əmuʎəɣˈaβəw
amollego € amollegar € VMIP1S0C € əmuʎˈɛɣu
amolleguem € amollegar € VMIP1P00 € əmuʎəɣˈɛm
amolleguem € amollegar € VMM01P00 € əmuʎəɣˈɛm
amolleguem € amollegar € VMSP1P00 € əmuʎəɣˈɛm
amolleguen € amollegar € VMIP3P00 € əmuʎˈɛɣən
amollegues € amollegar € VMIP2S00 € əmuʎˈɛɣəs
amollegués € amollegar € VMSI1S01 € əmuʎəɣˈes
amolleguéssim € amollegar € VMSI1P02 € əmuʎəɣˈesim
amolleguessin € amollegar € VMSI3P02 € əmuʎəɣˈesin
amolleguessis € amollegar € VMSI2S02 € əmuʎəɣˈesis
amolleguéssiu € amollegar € VMSI2P02 € əmuʎəɣˈesiw
amollegueu € amollegar € VMIP2P00 € əmuʎəɣˈɛw
amollegueu € amollegar € VMM02P0X € əmuʎəɣˈɛw
amollegueu € amollegar € VMSP2P00 € əmuʎəɣˈɛw
amollegui € amollegar € VMM03S0Y € əmuʎˈɛɣi
amollegui € amollegar € VMSP1S0Y € əmuʎˈɛɣi
amolleguí € amollegar € VMIS1S00 € əmuʎəɣˈi
amolleguin € amollegar € VMM03P0Y € əmuʎˈɛɣin
amolleguin € amollegar € VMSP3P0Y € əmuʎˈɛɣin
amolleguis € amollegar € VMSP2S0Y € əmuʎˈɛɣis
amolleix € amollir € VMIP3S00 € əmuʎˈɛʃ
amolleix € amollir € VMM02S00 € əmuʎˈɛʃ
amolleixen € amollir € VMIP3P00 € əmuʎˈɛʃən
amolleixes € amollir € VMIP2S00 € əmuʎˈɛʃəs
amolleixi € amollir € VMM03S0Y € əmuʎˈɛʃi
amolleixi € amollir € VMSP1S0Y € əmuʎˈɛʃi
amolleixin € amollir € VMM03P0Y € əmuʎˈɛʃin
amolleixin € amollir € VMSP3P0Y € əmuʎˈɛʃin
amolleixis € amollir € VMSP2S0Y € əmuʎˈɛʃis
amolleixo € amollir € VMIP1S0C € əmuʎˈɛʃu
amollem € amollar € VMIP1P00 € əmuʎˈɛm
amollem € amollar € VMM01P00 € əmuʎˈɛm
amollem € amollar € VMSP1P00 € əmuʎˈɛm
amollen € amollar € VMIP3P00 € əmˈɔʎən
amolles € amollar € VMIP2S00 € əmˈɔʎəs
amollés € amollar € VMSI1S01 € əmuʎˈes
amolléssim € amollar € VMSI1P02 € əmuʎˈesim
amollessin € amollar € VMSI3P02 € əmuʎˈesin
amollessis € amollar € VMSI2S02 € əmuʎˈesis
amolléssiu € amollar € VMSI2P02 € əmuʎˈesiw
amolleu € amollar € VMIP2P00 € əmuʎˈɛw
amolleu € amollar € VMM02P0X € əmuʎˈɛw
amolleu € amollar € VMSP2P00 € əmuʎˈɛw
amolli € amollar € VMM03S0Y € əmˈɔʎi
amolli € amollar € VMSP1S0Y € əmˈɔʎi
amollí € amollar € VMIS1S00 € əmuʎˈi
amollí € amollir € VMIS1S00 € əmuʎˈi
amollia € amollir € VMII1S00 € əmuʎˈiə
amollida € amollir € VMP00SF0 € əmuʎˈiðə
amollides € amollir € VMP00PF0 € əmuʎˈiðəs
amollíem € amollir € VMII1P00 € əmuʎˈiəm
amollien € amollir € VMII3P00 € əmuʎˈiən
amollies € amollir € VMII2S00 € əmuʎˈiəs
amollíeu € amollir € VMII2P00 € əmuʎˈiəw
amollim € amollir € VMIP1P00 € əmuʎˈim
amollim € amollir € VMM01P00 € əmuʎˈim
amollim € amollir € VMSP1P00 € əmuʎˈim
amolliment € amolliment € NCMS000 € əmuʎimˈen
amolliments € amolliment € NCMP000 € əmuʎimˈens
amollin € amollar € VMM03P0Y € əmˈɔʎin
amollin € amollar € VMSP3P0Y € əmˈɔʎin
amollint € amollir € VMG00000 € əmuʎˈin
amollir € amollir € VMN00000 € əmuʎˈi
amollirà € amollir € VMIF3S00 € əmuʎiɾˈa
amolliran € amollir € VMIF3P00 € əmuʎiɾˈan
amolliràs € amollir € VMIF2S00 € əmuʎiɾˈas
amolliré € amollir € VMIF1S00 € əmuʎiɾˈe
amollirem € amollir € VMIF1P00 € əmuʎiɾˈɛm
amollírem € amollir € VMIS1P00 € əmuʎˈiɾəm
amolliren € amollir € VMIS3P00 € əmuʎˈiɾən
amollires € amollir € VMIS2S00 € əmuʎˈiɾəs
amollireu € amollir € VMIF2P00 € əmuʎiɾˈɛw
amollíreu € amollir € VMIS2P00 € əmuʎˈiɾəw
amolliria € amollir € VMCC1S00 € əmuʎiɾˈiə
amolliríem € amollir € VMCC1P00 € əmuʎiɾˈiəm
amollirien € amollir € VMCC3P00 € əmuʎiɾˈiən
amolliries € amollir € VMCC2S00 € əmuʎiɾˈiəs
amolliríeu € amollir € VMCC2P00 € əmuʎiɾˈiəw
amollis € amollar € VMSP2S0Y € əmˈɔʎis
amollís € amollir € VMSI1S01 € əmuʎˈis
amollíssim € amollir € VMSI1P02 € əmuʎˈisim
amollissin € amollir € VMSI3P02 € əmuʎˈisin
amollissis € amollir € VMSI2S02 € əmuʎˈisis
amollíssiu € amollir € VMSI2P02 € əmuʎˈisiw
amollit € amollir € VMP00SM0 € əmuʎˈit
amollits € amollir € VMP00PM0 € əmuʎˈits
amolliu € amollir € VMIP2P00 € əmuʎˈiw
amolliu € amollir € VMM02P00 € əmuʎˈiw
amolliu € amollir € VMSP2P00 € əmuʎˈiw
amollo € amollar € VMIP1S0C € əmˈɔʎu
amollona € amollonar € VMIP3S00 € əmuʎˈonə
amollona € amollonar € VMM02S00 € əmuʎˈonə
amollonà € amollonar € VMIS3S00 € əmuʎunˈa
amollonada € amollonar € VMP00SF0 € əmuʎunˈaðə
amollonades € amollonar € VMP00PF0 € əmuʎunˈaðəs
amollonament € amollonament € NCMS000 € əmuʎunəmˈen
amollonaments € amollonament € NCMP000 € əmuʎunəmˈens
amollonant € amollonar € VMG00000 € əmuʎunˈan
amollonar € amollonar € VMN00000 € əmuʎunˈa
amollonarà € amollonar € VMIF3S00 € əmuʎunəɾˈa
amollonaran € amollonar € VMIF3P00 € əmuʎunəɾˈan
amollonaràs € amollonar € VMIF2S00 € əmuʎunəɾˈas
amollonaré € amollonar € VMIF1S00 € əmuʎunəɾˈe
amollonarem € amollonar € VMIF1P00 € əmuʎunəɾˈɛm
amollonàrem € amollonar € VMIS1P00 € əmuʎunˈaɾəm
amollonaren € amollonar € VMIS3P00 € əmuʎunˈaɾən
amollonares € amollonar € VMIS2S00 € əmuʎunˈaɾəs
amollonareu € amollonar € VMIF2P00 € əmuʎunəɾˈɛw
amollonàreu € amollonar € VMIS2P00 € əmuʎunˈaɾəw
amollonaria € amollonar € VMCC1S00 € əmuʎunəɾˈiə
amollonaríem € amollonar € VMCC1P00 € əmuʎunəɾˈiəm
amollonarien € amollonar € VMCC3P00 € əmuʎunəɾˈiən
amollonaries € amollonar € VMCC2S00 € əmuʎunəɾˈiəs
amollonaríeu € amollonar € VMCC2P00 € əmuʎunəɾˈiəw
amollonat € amollonar € VMP00SM0 € əmuʎunˈat
amollonats € amollonar € VMP00PM0 € əmuʎunˈats
amollonava € amollonar € VMII1S00 € əmuʎunˈaβə
amollonàvem € amollonar € VMII1P00 € əmuʎunˈaβəm
amollonaven € amollonar € VMII3P00 € əmuʎunˈaβən
